componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (36 g),codigo_alimento,nome_alimento
Energia,kJ,128,45,BRC0004C,Nome não encontrado
Energia,kcal,30,10,BRC0004C,Nome não encontrado
Umidade,g,"91,7","33,0",BRC0004C,Nome não encontrado
Carboidrato total,g,"6,89","2,48",BRC0004C,Nome não encontrado
Carboidrato disponível,g,"5,13","1,85",BRC0004C,Nome não encontrado
Proteína,g,"0,71","0,26",BRC0004C,Nome não encontrado
Lipídios,g,"0,38","0,14",BRC0004C,Nome não encontrado
Fibra alimentar,g,"1,75","0,63",BRC0004C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0004C,Nome não encontrado
Cinzas,g,"0,35","0,12",BRC0004C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0004C,Nome não encontrado
Ácidos graxos saturados,g,"0,09","0,03",BRC0004C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,10","0,04",BRC0004C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,11","0,04",BRC0004C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0004C,Nome não encontrado
Cálcio,mg,"36,8","13,2",BRC0004C,Nome não encontrado
Ferro,mg,traços,traços,BRC0004C,Nome não encontrado
Sódio,mg,"0,67","0,24",BRC0004C,Nome não encontrado
Magnésio,mg,"10,9","3,92",BRC0004C,Nome não encontrado
Fósforo,mg,"21,4","7,69",BRC0004C,Nome não encontrado
Potássio,mg,138,"49,9",BRC0004C,Nome não encontrado
Manganês,mg,"0,05","0,02",BRC0004C,Nome não encontrado
Zinco,mg,"0,11","0,04",BRC0004C,Nome não encontrado
Cobre,mg,"0,05","0,02",BRC0004C,Nome não encontrado
Selênio,mcg,"0,58","0,21",BRC0004C,Nome não encontrado
Vitamina A (RE),mcg,207,"74,6",BRC0004C,Nome não encontrado
Vitamina A (RAE),mcg,103,"37,3",BRC0004C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0004C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0004C,Nome não encontrado
Tiamina,mg,traços,traços,BRC0004C,Nome não encontrado
Riboflavina,mg,"0,07","0,02",BRC0004C,Nome não encontrado
Niacina,mg,"0,69","0,25",BRC0004C,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0004C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0004C,Nome não encontrado
Vitamina C,mg,1505,541,BRC0004C,Nome não encontrado
Equivalente de folato,mcg,"13,6","4,91",BRC0004C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0004C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0004C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0004C,Nome não encontrado
Proteína vegetal,g,"0,71","0,26",BRC0004C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0004C,Nome não encontrado
