componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,371,890,612,BRC0138C,Nome não encontrado
Energia,kcal,87,209,144,BRC0138C,Nome não encontrado
Umidade,g,"77,4",185,127,BRC0138C,Nome não encontrado
Carboidrato total,g,"21,3","51,1","35,1",BRC0138C,Nome não encontrado
Carboidrato disponível,g,"20,5","49,2","33,8",BRC0138C,Nome não encontrado
Proteína,g,"0,75","1,80","1,24",BRC0138C,Nome não encontrado
Lipídios,g,"0,10","0,24","0,16",BRC0138C,Nome não encontrado
Fibra alimentar,g,"0,76","1,83","1,26",BRC0138C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0138C,Nome não encontrado
Cinzas,g,"0,52","1,25","0,86",BRC0138C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0138C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,03","0,02",BRC0138C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,03","0,02",BRC0138C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,08","0,06",BRC0138C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0138C,Nome não encontrado
Cálcio,mg,"10,4","24,9","17,1",BRC0138C,Nome não encontrado
Ferro,mg,"0,14","0,33","0,23",BRC0138C,Nome não encontrado
Sódio,mg,"4,66","11,2","7,70",BRC0138C,Nome não encontrado
Magnésio,mg,"7,49","18,0","12,4",BRC0138C,Nome não encontrado
Fósforo,mg,"15,2","36,5","25,1",BRC0138C,Nome não encontrado
Potássio,mg,160,385,264,BRC0138C,Nome não encontrado
Manganês,mg,"0,04","0,10","0,07",BRC0138C,Nome não encontrado
Zinco,mg,"0,08","0,18","0,13",BRC0138C,Nome não encontrado
Cobre,mg,"0,02","0,06","0,04",BRC0138C,Nome não encontrado
Selênio,mcg,"0,42","1,01","0,69",BRC0138C,Nome não encontrado
Vitamina A (RE),mcg,191,458,315,BRC0138C,Nome não encontrado
Vitamina A (RAE),mcg,"95,6",229,157,BRC0138C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0138C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,16","0,38","0,26",BRC0138C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0138C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0138C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0138C,Nome não encontrado
Vitamina B6,mg,"0,01","0,03","0,02",BRC0138C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0138C,Nome não encontrado
Vitamina C,mg,"44,9",107,"74,2",BRC0138C,Nome não encontrado
Equivalente de folato,mcg,"17,3","41,6","28,6",BRC0138C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0138C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0138C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0138C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0138C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0138C,Nome não encontrado
