componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1557,249,BRC0026N,Nome não encontrado
Energia,kcal,367,58,BRC0026N,Nome não encontrado
Umidade,g,"5,70","0,91",BRC0026N,Nome não encontrado
Carboidrato total,g,"88,1","14,1",BRC0026N,Nome não encontrado
Carboidrato disponível,g,"85,1","13,6",BRC0026N,Nome não encontrado
Proteína,g,"2,95","0,47",BRC0026N,Nome não encontrado
Lipídios,g,"0,97","0,16",BRC0026N,Nome não encontrado
Fibra alimentar,g,"3,04","0,49",BRC0026N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0026N,Nome não encontrado
Cinzas,g,"2,26","0,36",BRC0026N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0026N,Nome não encontrado
Ácidos graxos saturados,g,"0,51","0,08",BRC0026N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,37","0,06",BRC0026N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,01",BRC0026N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0026N,Nome não encontrado
Cálcio,mg,"50,6","8,09",BRC0026N,Nome não encontrado
Ferro,mg,"3,92","0,63",BRC0026N,Nome não encontrado
Sódio,mg,3365,538,BRC0026N,Nome não encontrado
Magnésio,mg,111,"17,8",BRC0026N,Nome não encontrado
Fósforo,mg,176,"28,2",BRC0026N,Nome não encontrado
Potássio,mg,576,"92,3",BRC0026N,Nome não encontrado
Manganês,mg,,,BRC0026N,Nome não encontrado
Zinco,mg,"1,51","0,24",BRC0026N,Nome não encontrado
Cobre,mg,,,BRC0026N,Nome não encontrado
Selênio,mcg,,,BRC0026N,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0026N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0026N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0026N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0026N,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0026N,Nome não encontrado
Riboflavina,mg,"0,11","0,02",BRC0026N,Nome não encontrado
Niacina,mg,"0,55","0,09",BRC0026N,Nome não encontrado
Vitamina B6,mg,"0,03","0,00",BRC0026N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0026N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0026N,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0026N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0026N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0026N,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0026N,Nome não encontrado
Proteína vegetal,g,"2,95","0,47",BRC0026N,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0026N,Nome não encontrado
