componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,70,13,BRC0913B,Nome não encontrado
Energia,kcal,17,3,BRC0913B,Nome não encontrado
Umidade,g,"94,3","18,9",BRC0913B,Nome não encontrado
Carboidrato total,g,"4,30","0,86",BRC0913B,Nome não encontrado
Carboidrato disponível,g,"2,12","0,42",BRC0913B,Nome não encontrado
Proteína,g,"0,54","0,11",BRC0913B,Nome não encontrado
Lipídios,g,"0,19","0,04",BRC0913B,Nome não encontrado
Fibra alimentar,g,"2,17","0,43",BRC0913B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0913B,Nome não encontrado
Cinzas,g,"0,70","0,14",BRC0913B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0913B,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0913B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0913B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,09","0,02",BRC0913B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0913B,Nome não encontrado
Cálcio,mg,"16,7","3,34",BRC0913B,Nome não encontrado
Ferro,mg,"0,17","0,03",BRC0913B,Nome não encontrado
Sódio,mg,132,"26,6",BRC0913B,Nome não encontrado
Magnésio,mg,"9,39","1,88",BRC0913B,Nome não encontrado
Fósforo,mg,"17,3","3,47",BRC0913B,Nome não encontrado
Potássio,mg,231,"46,3",BRC0913B,Nome não encontrado
Manganês,mg,"0,03","0,01",BRC0913B,Nome não encontrado
Zinco,mg,"0,15","0,03",BRC0913B,Nome não encontrado
Cobre,mg,"0,01","0,00",BRC0913B,Nome não encontrado
Selênio,mcg,"0,30","0,06",BRC0913B,Nome não encontrado
Vitamina A (RE),mcg,658,131,BRC0913B,Nome não encontrado
Vitamina A (RAE),mcg,329,"65,8",BRC0913B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0913B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,11","0,22",BRC0913B,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC0913B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0913B,Nome não encontrado
Niacina,mg,"1,74","0,35",BRC0913B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0913B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0913B,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0913B,Nome não encontrado
Equivalente de folato,mcg,"7,70","1,54",BRC0913B,Nome não encontrado
Sal de adição,g,"0,32","0,06",BRC0913B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0913B,Nome não encontrado
Gordura de adição,g,-,-,BRC0913B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0913B,Nome não encontrado
Proteína animal,g,-,-,BRC0913B,Nome não encontrado
