componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,574,BRC0819A,Nome não encontrado
Energia,kcal,137,BRC0819A,Nome não encontrado
Umidade,g,"68,5",BRC0819A,Nome não encontrado
Carboidrato total,g,"19,8",BRC0819A,Nome não encontrado
Carboidrato disponível,g,"16,2",BRC0819A,Nome não encontrado
Proteína,g,"6,09",BRC0819A,Nome não encontrado
Lipídios,g,"4,48",BRC0819A,Nome não encontrado
Fibra alimentar,g,"3,59",BRC0819A,Nome não encontrado
Álcool,g,"0,00",BRC0819A,Nome não encontrado
Cinzas,g,"1,10",BRC0819A,Nome não encontrado
Colesterol,mg,"10,3",BRC0819A,Nome não encontrado
Ácidos graxos saturados,g,"1,09",BRC0819A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,26",BRC0819A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,07",BRC0819A,Nome não encontrado
Ácidos graxos trans,g,"0,05",BRC0819A,Nome não encontrado
Cálcio,mg,"14,5",BRC0819A,Nome não encontrado
Ferro,mg,"1,23",BRC0819A,Nome não encontrado
Sódio,mg,232,BRC0819A,Nome não encontrado
Magnésio,mg,"22,7",BRC0819A,Nome não encontrado
Fósforo,mg,"73,8",BRC0819A,Nome não encontrado
Potássio,mg,153,BRC0819A,Nome não encontrado
Manganês,mg,"0,38",BRC0819A,Nome não encontrado
Zinco,mg,"1,38",BRC0819A,Nome não encontrado
Cobre,mg,"0,27",BRC0819A,Nome não encontrado
Selênio,mcg,"1,88",BRC0819A,Nome não encontrado
Vitamina A (RE),mcg,"0,00",BRC0819A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00",BRC0819A,Nome não encontrado
Vitamina D,mcg,"0,02",BRC0819A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,45",BRC0819A,Nome não encontrado
Tiamina,mg,"0,04",BRC0819A,Nome não encontrado
Riboflavina,mg,"0,01",BRC0819A,Nome não encontrado
Niacina,mg,"0,65",BRC0819A,Nome não encontrado
Vitamina B6,mg,"0,03",BRC0819A,Nome não encontrado
Vitamina B12,mcg,"0,09",BRC0819A,Nome não encontrado
Vitamina C,mg,"0,71",BRC0819A,Nome não encontrado
Equivalente de folato,mcg,"48,8",BRC0819A,Nome não encontrado
Sal de adição,g,,BRC0819A,Nome não encontrado
Açúcar de adição,g,,BRC0819A,Nome não encontrado
Gordura de adição,g,-,BRC0819A,Nome não encontrado
Proteína vegetal,g,-,BRC0819A,Nome não encontrado
Proteína animal,g,-,BRC0819A,Nome não encontrado
