componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,492,295,196,BRC0878B,Nome não encontrado
Energia,kcal,118,70,47,BRC0878B,Nome não encontrado
Umidade,g,"74,7","44,8","29,9",BRC0878B,Nome não encontrado
Carboidrato total,g,"17,8","10,7","7,12",BRC0878B,Nome não encontrado
Carboidrato disponível,g,"16,2","9,69","6,46",BRC0878B,Nome não encontrado
Proteína,g,"0,80","0,48","0,32",BRC0878B,Nome não encontrado
Lipídios,g,"5,16","3,09","2,06",BRC0878B,Nome não encontrado
Fibra alimentar,g,"1,65","0,99","0,66",BRC0878B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0878B,Nome não encontrado
Cinzas,g,"1,52","0,91","0,61",BRC0878B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0878B,Nome não encontrado
Ácidos graxos saturados,g,"0,78","0,47","0,31",BRC0878B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,70","2,22","1,48",BRC0878B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,59","0,35","0,24",BRC0878B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0878B,Nome não encontrado
Cálcio,mg,"11,3","6,80","4,53",BRC0878B,Nome não encontrado
Ferro,mg,"0,43","0,26","0,17",BRC0878B,Nome não encontrado
Sódio,mg,321,192,128,BRC0878B,Nome não encontrado
Magnésio,mg,"7,13","4,28","2,85",BRC0878B,Nome não encontrado
Fósforo,mg,"27,7","16,6","11,1",BRC0878B,Nome não encontrado
Potássio,mg,242,145,"97,2",BRC0878B,Nome não encontrado
Manganês,mg,"0,21","0,12","0,08",BRC0878B,Nome não encontrado
Zinco,mg,"0,36","0,21","0,14",BRC0878B,Nome não encontrado
Cobre,mg,"0,14","0,08","0,06",BRC0878B,Nome não encontrado
Selênio,mcg,"0,31","0,18","0,12",BRC0878B,Nome não encontrado
Vitamina A (RE),mcg,"10,0","6,03","4,02",BRC0878B,Nome não encontrado
Vitamina A (RAE),mcg,"5,02","3,01","2,01",BRC0878B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0878B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,80","0,48","0,32",BRC0878B,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0878B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0878B,Nome não encontrado
Niacina,mg,"1,86","1,12","0,74",BRC0878B,Nome não encontrado
Vitamina B6,mg,"0,00","0,00","0,00",BRC0878B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0878B,Nome não encontrado
Vitamina C,mg,"16,1","9,64","6,43",BRC0878B,Nome não encontrado
Equivalente de folato,mcg,"6,53","3,92","2,61",BRC0878B,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,19",BRC0878B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0878B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0878B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0878B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0878B,Nome não encontrado
