componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,261,39,BRC0098B,Nome não encontrado
Energia,kcal,62,9,BRC0098B,Nome não encontrado
Umidade,g,"80,5","12,1",BRC0098B,Nome não encontrado
Carboidrato total,g,"13,5","2,03",BRC0098B,Nome não encontrado
Carboidrato disponível,g,"10,7","1,61",BRC0098B,Nome não encontrado
Proteína,g,"2,72","0,41",BRC0098B,Nome não encontrado
Lipídios,g,"0,30","0,04",BRC0098B,Nome não encontrado
Fibra alimentar,g,"2,80","0,42",BRC0098B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0098B,Nome não encontrado
Cinzas,g,"2,95","0,44",BRC0098B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0098B,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,01",BRC0098B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04","0,01",BRC0098B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,02",BRC0098B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0098B,Nome não encontrado
Cálcio,mg,"27,8","4,18",BRC0098B,Nome não encontrado
Ferro,mg,"2,00","0,30",BRC0098B,Nome não encontrado
Sódio,mg,476,"71,5",BRC0098B,Nome não encontrado
Magnésio,mg,"28,1","4,21",BRC0098B,Nome não encontrado
Fósforo,mg,"45,1","6,77",BRC0098B,Nome não encontrado
Potássio,mg,650,"97,6",BRC0098B,Nome não encontrado
Manganês,mg,"0,17","0,03",BRC0098B,Nome não encontrado
Zinco,mg,"0,35","0,05",BRC0098B,Nome não encontrado
Cobre,mg,"0,20","0,03",BRC0098B,Nome não encontrado
Selênio,mcg,"3,89","0,58",BRC0098B,Nome não encontrado
Vitamina A (RE),mcg,141,"21,2",BRC0098B,Nome não encontrado
Vitamina A (RAE),mcg,"70,7","10,6",BRC0098B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0098B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,70","0,40",BRC0098B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0098B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0098B,Nome não encontrado
Niacina,mg,"2,32","0,35",BRC0098B,Nome não encontrado
Vitamina B6,mg,"0,11","0,02",BRC0098B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0098B,Nome não encontrado
Vitamina C,mg,"17,2","2,59",BRC0098B,Nome não encontrado
Equivalente de folato,mcg,"8,82","1,32",BRC0098B,Nome não encontrado
Sal de adição,g,,,BRC0098B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0098B,Nome não encontrado
Gordura de adição,g,,,BRC0098B,Nome não encontrado
Proteína vegetal,g,"2,72","0,41",BRC0098B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0098B,Nome não encontrado
