componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,1498,1647,BRC0352F,Nome não encontrado
Energia,kcal,360,396,BRC0352F,Nome não encontrado
Umidade,g,"42,7","47,0",BRC0352F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0352F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0352F,Nome não encontrado
Proteína,g,"28,5","31,3",BRC0352F,Nome não encontrado
Lipídios,g,"27,4","30,1",BRC0352F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0352F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0352F,Nome não encontrado
Cinzas,g,"1,43","1,57",BRC0352F,Nome não encontrado
Colesterol,mg,"94,2",103,BRC0352F,Nome não encontrado
Ácidos graxos saturados,g,"11,7","12,9",BRC0352F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"12,0","13,3",BRC0352F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,33",BRC0352F,Nome não encontrado
Ácidos graxos trans,g,"0,86","0,94",BRC0352F,Nome não encontrado
Cálcio,mg,"28,0","30,8",BRC0352F,Nome não encontrado
Ferro,mg,"2,17","2,39",BRC0352F,Nome não encontrado
Sódio,mg,271,298,BRC0352F,Nome não encontrado
Magnésio,mg,"19,5","21,4",BRC0352F,Nome não encontrado
Fósforo,mg,178,196,BRC0352F,Nome não encontrado
Potássio,mg,268,295,BRC0352F,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0352F,Nome não encontrado
Zinco,mg,"5,43","5,97",BRC0352F,Nome não encontrado
Cobre,mg,"0,08","0,09",BRC0352F,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0352F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0352F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0352F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0352F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0352F,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0352F,Nome não encontrado
Riboflavina,mg,"0,08","0,09",BRC0352F,Nome não encontrado
Niacina,mg,"0,55","0,61",BRC0352F,Nome não encontrado
Vitamina B6,mg,"0,35","0,38",BRC0352F,Nome não encontrado
Vitamina B12,mcg,"3,19","3,51",BRC0352F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0352F,Nome não encontrado
Equivalente de folato,mcg,"6,62","7,28",BRC0352F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0352F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0352F,Nome não encontrado
Gordura de adição,g,-,-,BRC0352F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0352F,Nome não encontrado
Proteína animal,g,-,-,BRC0352F,Nome não encontrado
