componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,1061,1061,BRC0022E,Nome não encontrado
Energia,kcal,255,255,BRC0022E,Nome não encontrado
Umidade,g,"59,6","59,6",BRC0022E,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0022E,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0022E,Nome não encontrado
Proteína,g,"19,9","19,9",BRC0022E,Nome não encontrado
Lipídios,g,"19,6","19,6",BRC0022E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0022E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0022E,Nome não encontrado
Cinzas,g,"0,96","0,96",BRC0022E,Nome não encontrado
Colesterol,mg,100,100,BRC0022E,Nome não encontrado
Ácidos graxos saturados,g,"5,80","5,80",BRC0022E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"8,39","8,39",BRC0022E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,08","3,08",BRC0022E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0022E,Nome não encontrado
Cálcio,mg,"22,3","22,3",BRC0022E,Nome não encontrado
Ferro,mg,"0,97","0,97",BRC0022E,Nome não encontrado
Sódio,mg,"40,4","40,4",BRC0022E,Nome não encontrado
Magnésio,mg,"24,2","24,2",BRC0022E,Nome não encontrado
Fósforo,mg,220,220,BRC0022E,Nome não encontrado
Potássio,mg,326,326,BRC0022E,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0022E,Nome não encontrado
Zinco,mg,"0,75","0,75",BRC0022E,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0022E,Nome não encontrado
Selênio,mcg,,,BRC0022E,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0022E,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0022E,Nome não encontrado
Vitamina D,mcg,,,BRC0022E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0022E,Nome não encontrado
Tiamina,mg,"0,13","0,13",BRC0022E,Nome não encontrado
Riboflavina,mg,"0,06","0,06",BRC0022E,Nome não encontrado
Niacina,mg,"2,70","2,70",BRC0022E,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0022E,Nome não encontrado
Vitamina B12,mcg,,,BRC0022E,Nome não encontrado
Vitamina C,mg,,,BRC0022E,Nome não encontrado
Equivalente de folato,mcg,,,BRC0022E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0022E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0022E,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0022E,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0022E,Nome não encontrado
Proteína animal,g,"19,9","19,9",BRC0022E,Nome não encontrado
