componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,846,253,BRC0258C,Nome não encontrado
Energia,kcal,204,61,BRC0258C,Nome não encontrado
Umidade,g,"67,2","20,1",BRC0258C,Nome não encontrado
Carboidrato total,g,"16,2","4,87",BRC0258C,Nome não encontrado
Carboidrato disponível,g,"15,4","4,62",BRC0258C,Nome não encontrado
Proteína,g,"1,03","0,31",BRC0258C,Nome não encontrado
Lipídios,g,"15,1","4,54",BRC0258C,Nome não encontrado
Fibra alimentar,g,"0,83","0,25",BRC0258C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0258C,Nome não encontrado
Cinzas,g,"0,45","0,13",BRC0258C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0258C,Nome não encontrado
Ácidos graxos saturados,g,"12,8","3,84",BRC0258C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,75","0,22",BRC0258C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,21","0,06",BRC0258C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0258C,Nome não encontrado
Cálcio,mg,"10,7","3,20",BRC0258C,Nome não encontrado
Ferro,mg,"0,59","0,18",BRC0258C,Nome não encontrado
Sódio,mg,"37,0","11,1",BRC0258C,Nome não encontrado
Magnésio,mg,"15,7","4,71",BRC0258C,Nome não encontrado
Fósforo,mg,"25,4","7,61",BRC0258C,Nome não encontrado
Potássio,mg,141,"42,6",BRC0258C,Nome não encontrado
Manganês,mg,"0,22","0,07",BRC0258C,Nome não encontrado
Zinco,mg,"0,29","0,09",BRC0258C,Nome não encontrado
Cobre,mg,"0,13","0,04",BRC0258C,Nome não encontrado
Selênio,mcg,"0,67","0,20",BRC0258C,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0258C,Nome não encontrado
Vitamina A (RAE),mcg,"14,8","4,43",BRC0258C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0258C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,28","0,08",BRC0258C,Nome não encontrado
Tiamina,mg,traços,traços,BRC0258C,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0258C,Nome não encontrado
Niacina,mg,"0,06","0,02",BRC0258C,Nome não encontrado
Vitamina B6,mg,"0,02","0,00",BRC0258C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0258C,Nome não encontrado
Vitamina C,mg,"0,17","0,05",BRC0258C,Nome não encontrado
Equivalente de folato,mcg,"9,23","2,77",BRC0258C,Nome não encontrado
Sal de adição,g,"0,60","0,18",BRC0258C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0258C,Nome não encontrado
Gordura de adição,g,-,-,BRC0258C,Nome não encontrado
Proteína vegetal,g,-,-,BRC0258C,Nome não encontrado
Proteína animal,g,-,-,BRC0258C,Nome não encontrado
