componente,unidade,Valor por 100g,Colher sopa cheia (37 g),Colher sopa rasa (22 g),codigo_alimento,nome_alimento
Energia,kJ,605,224,133,BRC0307B,Nome não encontrado
Energia,kcal,144,53,31,BRC0307B,Nome não encontrado
Umidade,g,"66,8","24,7","14,7",BRC0307B,Nome não encontrado
Carboidrato total,g,"28,1","10,4","6,19",BRC0307B,Nome não encontrado
Carboidrato disponível,g,"26,5","9,79","5,82",BRC0307B,Nome não encontrado
Proteína,g,"0,60","0,22","0,13",BRC0307B,Nome não encontrado
Lipídios,g,"3,57","1,32","0,78",BRC0307B,Nome não encontrado
Fibra alimentar,g,"1,68","0,62","0,37",BRC0307B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0307B,Nome não encontrado
Cinzas,g,"0,88","0,33","0,19",BRC0307B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0307B,Nome não encontrado
Ácidos graxos saturados,g,"1,12","0,41","0,25",BRC0307B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,79","0,29","0,17",BRC0307B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,40","0,52","0,31",BRC0307B,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01","0,00",BRC0307B,Nome não encontrado
Cálcio,mg,"17,9","6,61","3,93",BRC0307B,Nome não encontrado
Ferro,mg,"0,08","0,03","0,02",BRC0307B,Nome não encontrado
Sódio,mg,190,"70,4","41,9",BRC0307B,Nome não encontrado
Magnésio,mg,"25,2","9,34","5,55",BRC0307B,Nome não encontrado
Fósforo,mg,"21,4","7,92","4,71",BRC0307B,Nome não encontrado
Potássio,mg,"94,5","35,0","20,8",BRC0307B,Nome não encontrado
Manganês,mg,"0,06","0,02","0,01",BRC0307B,Nome não encontrado
Zinco,mg,"0,16","0,06","0,04",BRC0307B,Nome não encontrado
Cobre,mg,"0,01","0,00","0,00",BRC0307B,Nome não encontrado
Selênio,mcg,"0,46","0,17","0,10",BRC0307B,Nome não encontrado
Vitamina A (RE),mcg,"24,6","9,10","5,41",BRC0307B,Nome não encontrado
Vitamina A (RAE),mcg,"18,4","6,81","4,05",BRC0307B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0307B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,79","0,29","0,17",BRC0307B,Nome não encontrado
Tiamina,mg,"0,06","0,02","0,01",BRC0307B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0307B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0307B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,01",BRC0307B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0307B,Nome não encontrado
Vitamina C,mg,"10,4","3,85","2,29",BRC0307B,Nome não encontrado
Equivalente de folato,mcg,"9,85","3,64","2,17",BRC0307B,Nome não encontrado
Sal de adição,g,"0,47","0,17","0,10",BRC0307B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0307B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0307B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0307B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0307B,Nome não encontrado
