componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,959,959,BRC0049J,Nome não encontrado
Energia,kcal,230,230,BRC0049J,Nome não encontrado
Umidade,g,"58,1","58,1",BRC0049J,Nome não encontrado
Carboidrato total,g,"13,2","13,2",BRC0049J,Nome não encontrado
Carboidrato disponível,g,"11,8","11,8",BRC0049J,Nome não encontrado
Proteína,g,"13,5","13,5",BRC0049J,Nome não encontrado
Lipídios,g,"14,0","14,0",BRC0049J,Nome não encontrado
Fibra alimentar,g,"1,42","1,42",BRC0049J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0049J,Nome não encontrado
Cinzas,g,"1,24","1,24",BRC0049J,Nome não encontrado
Colesterol,mg,252,252,BRC0049J,Nome não encontrado
Ácidos graxos saturados,g,"6,41","6,41",BRC0049J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,50","4,50",BRC0049J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,06","1,06",BRC0049J,Nome não encontrado
Ácidos graxos trans,g,"0,30","0,30",BRC0049J,Nome não encontrado
Cálcio,mg,"62,1","62,1",BRC0049J,Nome não encontrado
Ferro,mg,"2,93","2,93",BRC0049J,Nome não encontrado
Sódio,mg,397,397,BRC0049J,Nome não encontrado
Magnésio,mg,"23,8","23,8",BRC0049J,Nome não encontrado
Fósforo,mg,202,202,BRC0049J,Nome não encontrado
Potássio,mg,169,169,BRC0049J,Nome não encontrado
Manganês,mg,"0,56","0,56",BRC0049J,Nome não encontrado
Zinco,mg,"2,22","2,22",BRC0049J,Nome não encontrado
Cobre,mg,"0,09","0,09",BRC0049J,Nome não encontrado
Selênio,mcg,"9,71","9,71",BRC0049J,Nome não encontrado
Vitamina A (RE),mcg,170,170,BRC0049J,Nome não encontrado
Vitamina A (RAE),mcg,163,163,BRC0049J,Nome não encontrado
Vitamina D,mcg,"1,14","1,14",BRC0049J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,55","1,55",BRC0049J,Nome não encontrado
Tiamina,mg,"0,17","0,17",BRC0049J,Nome não encontrado
Riboflavina,mg,"0,15","0,15",BRC0049J,Nome não encontrado
Niacina,mg,"1,88","1,88",BRC0049J,Nome não encontrado
Vitamina B6,mg,"0,06","0,06",BRC0049J,Nome não encontrado
Vitamina B12,mcg,"0,64","0,64",BRC0049J,Nome não encontrado
Vitamina C,mg,"1,08","1,08",BRC0049J,Nome não encontrado
Equivalente de folato,mcg,"48,2","48,2",BRC0049J,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0049J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0049J,Nome não encontrado
Gordura de adição,g,-,-,BRC0049J,Nome não encontrado
Proteína vegetal,g,-,-,BRC0049J,Nome não encontrado
Proteína animal,g,-,-,BRC0049J,Nome não encontrado
