componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,174,418,287,BRC0203C,Nome não encontrado
Energia,kcal,41,98,67,BRC0203C,Nome não encontrado
Umidade,g,"89,0",213,146,BRC0203C,Nome não encontrado
Carboidrato total,g,"10,7","25,6","17,6",BRC0203C,Nome não encontrado
Carboidrato disponível,g,"9,25","22,2","15,3",BRC0203C,Nome não encontrado
Proteína,g,"0,21","0,49","0,34",BRC0203C,Nome não encontrado
Lipídios,g,"0,05","0,13","0,09",BRC0203C,Nome não encontrado
Fibra alimentar,g,"1,44","3,46","2,38",BRC0203C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0203C,Nome não encontrado
Cinzas,g,"0,08","0,18","0,13",BRC0203C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0203C,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,01","0,00",BRC0203C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,02","0,01",BRC0203C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,05","0,04",BRC0203C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0203C,Nome não encontrado
Cálcio,mg,"5,95","14,3","9,82",BRC0203C,Nome não encontrado
Ferro,mg,"0,22","0,53","0,37",BRC0203C,Nome não encontrado
Sódio,mg,"1,55","3,71","2,55",BRC0203C,Nome não encontrado
Magnésio,mg,"4,03","9,67","6,65",BRC0203C,Nome não encontrado
Fósforo,mg,"5,16","12,4","8,52",BRC0203C,Nome não encontrado
Potássio,mg,"42,6",102,"70,3",BRC0203C,Nome não encontrado
Manganês,mg,"0,23","0,55","0,38",BRC0203C,Nome não encontrado
Zinco,mg,"0,05","0,11","0,08",BRC0203C,Nome não encontrado
Cobre,mg,"0,03","0,06","0,04",BRC0203C,Nome não encontrado
Selênio,mcg,"0,04","0,10","0,07",BRC0203C,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0203C,Nome não encontrado
Vitamina A (RAE),mcg,"1,20","2,88","1,98",BRC0203C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0203C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","1,27","0,87",BRC0203C,Nome não encontrado
Tiamina,mg,"0,01","0,01","0,01",BRC0203C,Nome não encontrado
Riboflavina,mg,"0,01","0,02","0,02",BRC0203C,Nome não encontrado
Niacina,mg,"0,04","0,10","0,07",BRC0203C,Nome não encontrado
Vitamina B6,mg,"0,02","0,06","0,04",BRC0203C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0203C,Nome não encontrado
Vitamina C,mg,"5,60","13,4","9,24",BRC0203C,Nome não encontrado
Equivalente de folato,mcg,"0,40","0,96","0,66",BRC0203C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0203C,Nome não encontrado
Açúcar de adição,g,"6,00","14,4","9,90",BRC0203C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0203C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0203C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0203C,Nome não encontrado
