componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,1164,1280,BRC0966F,Nome não encontrado
Energia,kcal,280,307,BRC0966F,Nome não encontrado
Umidade,g,"52,9","58,1",BRC0966F,Nome não encontrado
Carboidrato total,g,"0,01","0,01",BRC0966F,Nome não encontrado
Carboidrato disponível,g,"0,01","0,01",BRC0966F,Nome não encontrado
Proteína,g,"26,2","28,8",BRC0966F,Nome não encontrado
Lipídios,g,"19,4","21,4",BRC0966F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0966F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0966F,Nome não encontrado
Cinzas,g,"1,53","1,68",BRC0966F,Nome não encontrado
Colesterol,mg,"91,3",100,BRC0966F,Nome não encontrado
Ácidos graxos saturados,g,"7,86","8,65",BRC0966F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"9,16","10,1",BRC0966F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,40","0,44",BRC0966F,Nome não encontrado
Ácidos graxos trans,g,"0,27","0,30",BRC0966F,Nome não encontrado
Cálcio,mg,"4,09","4,50",BRC0966F,Nome não encontrado
Ferro,mg,"3,19","3,51",BRC0966F,Nome não encontrado
Sódio,mg,239,263,BRC0966F,Nome não encontrado
Magnésio,mg,"23,9","26,3",BRC0966F,Nome não encontrado
Fósforo,mg,244,269,BRC0966F,Nome não encontrado
Potássio,mg,353,388,BRC0966F,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0966F,Nome não encontrado
Zinco,mg,"5,48","6,02",BRC0966F,Nome não encontrado
Cobre,mg,"0,14","0,15",BRC0966F,Nome não encontrado
Selênio,mcg,,,BRC0966F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0966F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0966F,Nome não encontrado
Vitamina D,mcg,"0,52","0,57",BRC0966F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,45","1,60",BRC0966F,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0966F,Nome não encontrado
Riboflavina,mg,"0,06","0,07",BRC0966F,Nome não encontrado
Niacina,mg,"1,59","1,75",BRC0966F,Nome não encontrado
Vitamina B6,mg,"0,13","0,14",BRC0966F,Nome não encontrado
Vitamina B12,mcg,"2,70","2,97",BRC0966F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0966F,Nome não encontrado
Equivalente de folato,mcg,,,BRC0966F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0966F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0966F,Nome não encontrado
Gordura de adição,g,-,-,BRC0966F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0966F,Nome não encontrado
Proteína animal,g,-,-,BRC0966F,Nome não encontrado
