componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,524,366,BRC0501B,Nome não encontrado
Energia,kcal,127,88,BRC0501B,Nome não encontrado
Umidade,g,"79,9","56,0",BRC0501B,Nome não encontrado
Carboidrato total,g,"6,69","4,68",BRC0501B,Nome não encontrado
Carboidrato disponível,g,"4,04","2,83",BRC0501B,Nome não encontrado
Proteína,g,"1,00","0,70",BRC0501B,Nome não encontrado
Lipídios,g,"11,3","7,89",BRC0501B,Nome não encontrado
Fibra alimentar,g,"2,64","1,85",BRC0501B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0501B,Nome não encontrado
Cinzas,g,"1,12","0,78",BRC0501B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0501B,Nome não encontrado
Ácidos graxos saturados,g,"1,78","1,25",BRC0501B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,60","1,82",BRC0501B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,70","4,69",BRC0501B,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,04",BRC0501B,Nome não encontrado
Cálcio,mg,"19,0","13,3",BRC0501B,Nome não encontrado
Ferro,mg,"0,43","0,30",BRC0501B,Nome não encontrado
Sódio,mg,133,"93,6",BRC0501B,Nome não encontrado
Magnésio,mg,"10,1","7,04",BRC0501B,Nome não encontrado
Fósforo,mg,"23,9","16,7",BRC0501B,Nome não encontrado
Potássio,mg,246,172,BRC0501B,Nome não encontrado
Manganês,mg,"0,05","0,04",BRC0501B,Nome não encontrado
Zinco,mg,"0,27","0,19",BRC0501B,Nome não encontrado
Cobre,mg,"0,10","0,07",BRC0501B,Nome não encontrado
Selênio,mcg,"0,53","0,37",BRC0501B,Nome não encontrado
Vitamina A (RE),mcg,656,459,BRC0501B,Nome não encontrado
Vitamina A (RAE),mcg,328,229,BRC0501B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0501B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,42","0,99",BRC0501B,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0501B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0501B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0501B,Nome não encontrado
Vitamina B6,mg,"0,04","0,03",BRC0501B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0501B,Nome não encontrado
Vitamina C,mg,"4,54","3,18",BRC0501B,Nome não encontrado
Equivalente de folato,mcg,"14,1","9,86",BRC0501B,Nome não encontrado
Sal de adição,g,"0,32","0,22",BRC0501B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0501B,Nome não encontrado
Gordura de adição,g,-,-,BRC0501B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0501B,Nome não encontrado
Proteína animal,g,-,-,BRC0501B,Nome não encontrado
