componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,166,398,274,BRC0142C,Nome não encontrado
Energia,kcal,39,94,64,BRC0142C,Nome não encontrado
Umidade,g,"89,9",215,148,BRC0142C,Nome não encontrado
Carboidrato total,g,"9,74","23,4","16,1",BRC0142C,Nome não encontrado
Carboidrato disponível,g,"9,10","21,8","15,0",BRC0142C,Nome não encontrado
Proteína,g,"0,17","0,40","0,28",BRC0142C,Nome não encontrado
Lipídios,g,"0,09","0,23","0,16",BRC0142C,Nome não encontrado
Fibra alimentar,g,"0,64","1,54","1,06",BRC0142C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0142C,Nome não encontrado
Cinzas,g,"0,13","0,32","0,22",BRC0142C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0142C,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,07","0,05",BRC0142C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,07","0,05",BRC0142C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0142C,Nome não encontrado
Ácidos graxos trans,g,traços,traços,traços,BRC0142C,Nome não encontrado
Cálcio,mg,"2,91","6,99","4,80",BRC0142C,Nome não encontrado
Ferro,mg,"0,04","0,10","0,07",BRC0142C,Nome não encontrado
Sódio,mg,"0,88","2,12","1,46",BRC0142C,Nome não encontrado
Magnésio,mg,"2,64","6,35","4,36",BRC0142C,Nome não encontrado
Fósforo,mg,"3,71","8,90","6,12",BRC0142C,Nome não encontrado
Potássio,mg,"51,5",123,"85,0",BRC0142C,Nome não encontrado
Manganês,mg,"0,05","0,11","0,08",BRC0142C,Nome não encontrado
Zinco,mg,"0,03","0,07","0,05",BRC0142C,Nome não encontrado
Cobre,mg,"0,03","0,06","0,04",BRC0142C,Nome não encontrado
Selênio,mcg,"0,21","0,50","0,35",BRC0142C,Nome não encontrado
Vitamina A (RE),mcg,"89,7",215,147,BRC0142C,Nome não encontrado
Vitamina A (RAE),mcg,"44,8",107,"74,0",BRC0142C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0142C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,22","0,53","0,36",BRC0142C,Nome não encontrado
Tiamina,mg,"0,01","0,03","0,02",BRC0142C,Nome não encontrado
Riboflavina,mg,"0,01","0,03","0,02",BRC0142C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0142C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0142C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0142C,Nome não encontrado
Vitamina C,mg,"9,09","21,8","15,0",BRC0142C,Nome não encontrado
Equivalente de folato,mcg,"13,4","32,2","22,1",BRC0142C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0142C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0142C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0142C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0142C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0142C,Nome não encontrado
