componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,665,665,BRC0636A,Nome não encontrado
Energia,kcal,159,158,BRC0636A,Nome não encontrado
Umidade,g,"66,8","66,8",BRC0636A,Nome não encontrado
Carboidrato total,g,"11,5","11,5",BRC0636A,Nome não encontrado
Carboidrato disponível,g,"10,3","10,3",BRC0636A,Nome não encontrado
Proteína,g,"13,1","13,1",BRC0636A,Nome não encontrado
Lipídios,g,"7,00","7,00",BRC0636A,Nome não encontrado
Fibra alimentar,g,"1,26","1,26",BRC0636A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0636A,Nome não encontrado
Cinzas,g,"1,62","1,62",BRC0636A,Nome não encontrado
Colesterol,mg,"36,4","36,4",BRC0636A,Nome não encontrado
Ácidos graxos saturados,g,"2,26","2,26",BRC0636A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,26","2,26",BRC0636A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,28","2,28",BRC0636A,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,09",BRC0636A,Nome não encontrado
Cálcio,mg,"8,65","8,65",BRC0636A,Nome não encontrado
Ferro,mg,"1,62","1,62",BRC0636A,Nome não encontrado
Sódio,mg,338,338,BRC0636A,Nome não encontrado
Magnésio,mg,"13,6","13,6",BRC0636A,Nome não encontrado
Fósforo,mg,108,108,BRC0636A,Nome não encontrado
Potássio,mg,240,240,BRC0636A,Nome não encontrado
Manganês,mg,"0,09","0,09",BRC0636A,Nome não encontrado
Zinco,mg,"3,41","3,41",BRC0636A,Nome não encontrado
Cobre,mg,"0,10","0,10",BRC0636A,Nome não encontrado
Selênio,mcg,"2,95","2,95",BRC0636A,Nome não encontrado
Vitamina A (RE),mcg,"42,0","42,0",BRC0636A,Nome não encontrado
Vitamina A (RAE),mcg,"22,5","22,5",BRC0636A,Nome não encontrado
Vitamina D,mcg,"0,06","0,06",BRC0636A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,62","0,62",BRC0636A,Nome não encontrado
Tiamina,mg,"0,10","0,10",BRC0636A,Nome não encontrado
Riboflavina,mg,"0,10","0,10",BRC0636A,Nome não encontrado
Niacina,mg,"2,80","2,80",BRC0636A,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC0636A,Nome não encontrado
Vitamina B12,mcg,"1,42","1,42",BRC0636A,Nome não encontrado
Vitamina C,mg,"6,00","6,00",BRC0636A,Nome não encontrado
Equivalente de folato,mcg,"31,9","31,9",BRC0636A,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0636A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0636A,Nome não encontrado
Gordura de adição,g,-,-,BRC0636A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0636A,Nome não encontrado
Proteína animal,g,-,-,BRC0636A,Nome não encontrado
