componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,905,904,BRC0949A,Nome não encontrado
Energia,kcal,214,214,BRC0949A,Nome não encontrado
Umidade,g,"45,9","45,9",BRC0949A,Nome não encontrado
Carboidrato total,g,"44,6","44,6",BRC0949A,Nome não encontrado
Carboidrato disponível,g,"38,3","38,3",BRC0949A,Nome não encontrado
Proteína,g,"5,70","5,70",BRC0949A,Nome não encontrado
Lipídios,g,"2,85","2,85",BRC0949A,Nome não encontrado
Fibra alimentar,g,"6,30","6,30",BRC0949A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0949A,Nome não encontrado
Cinzas,g,"0,92","0,92",BRC0949A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0949A,Nome não encontrado
Ácidos graxos saturados,g,"0,45","0,45",BRC0949A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,69","0,69",BRC0949A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,42","1,42",BRC0949A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0949A,Nome não encontrado
Cálcio,mg,"81,0","81,0",BRC0949A,Nome não encontrado
Ferro,mg,"1,23","1,23",BRC0949A,Nome não encontrado
Sódio,mg,"45,0","45,0",BRC0949A,Nome não encontrado
Magnésio,mg,"72,0","72,0",BRC0949A,Nome não encontrado
Fósforo,mg,314,314,BRC0949A,Nome não encontrado
Potássio,mg,186,186,BRC0949A,Nome não encontrado
Manganês,mg,,,BRC0949A,Nome não encontrado
Zinco,mg,"1,31","1,31",BRC0949A,Nome não encontrado
Cobre,mg,"0,15","0,15",BRC0949A,Nome não encontrado
Selênio,mcg,"6,10","6,10",BRC0949A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0949A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0949A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0949A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,28","0,28",BRC0949A,Nome não encontrado
Tiamina,mg,"0,09","0,09",BRC0949A,Nome não encontrado
Riboflavina,mg,"0,07","0,07",BRC0949A,Nome não encontrado
Niacina,mg,"1,50","1,50",BRC0949A,Nome não encontrado
Vitamina B6,mg,"0,22","0,22",BRC0949A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0949A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0949A,Nome não encontrado
Equivalente de folato,mcg,"5,00","5,00",BRC0949A,Nome não encontrado
Sal de adição,g,,,BRC0949A,Nome não encontrado
Açúcar de adição,g,,,BRC0949A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0949A,Nome não encontrado
Proteína vegetal,g,"5,70","5,70",BRC0949A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0949A,Nome não encontrado
