componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,520,312,208,BRC0913A,Nome não encontrado
Energia,kcal,123,73,49,BRC0913A,Nome não encontrado
Umidade,g,"70,0","42,0","28,0",BRC0913A,Nome não encontrado
Carboidrato total,g,"25,7","15,4","10,3",BRC0913A,Nome não encontrado
Carboidrato disponível,g,"24,3","14,6","9,71",BRC0913A,Nome não encontrado
Proteína,g,"2,39","1,43","0,96",BRC0913A,Nome não encontrado
Lipídios,g,"1,50","0,90","0,60",BRC0913A,Nome não encontrado
Fibra alimentar,g,"1,41","0,84","0,56",BRC0913A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0913A,Nome não encontrado
Cinzas,g,"0,46","0,28","0,19",BRC0913A,Nome não encontrado
Colesterol,mg,"3,71","2,23","1,48",BRC0913A,Nome não encontrado
Ácidos graxos saturados,g,"0,76","0,46","0,30",BRC0913A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,49","0,29","0,20",BRC0913A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,19","0,12","0,08",BRC0913A,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0913A,Nome não encontrado
Cálcio,mg,"40,4","24,2","16,1",BRC0913A,Nome não encontrado
Ferro,mg,"0,32","0,19","0,13",BRC0913A,Nome não encontrado
Sódio,mg,"20,7","12,4","8,26",BRC0913A,Nome não encontrado
Magnésio,mg,"19,4","11,6","7,75",BRC0913A,Nome não encontrado
Fósforo,mg,"50,6","30,4","20,2",BRC0913A,Nome não encontrado
Potássio,mg,"75,8","45,5","30,3",BRC0913A,Nome não encontrado
Manganês,mg,"0,39","0,23","0,15",BRC0913A,Nome não encontrado
Zinco,mg,"0,29","0,18","0,12",BRC0913A,Nome não encontrado
Cobre,mg,"0,02","0,01","0,01",BRC0913A,Nome não encontrado
Selênio,mcg,"1,93","1,16","0,77",BRC0913A,Nome não encontrado
Vitamina A (RE),mcg,"14,9","8,95","5,97",BRC0913A,Nome não encontrado
Vitamina A (RAE),mcg,"14,7","8,81","5,87",BRC0913A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0913A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15","0,09","0,06",BRC0913A,Nome não encontrado
Tiamina,mg,"0,05","0,03","0,02",BRC0913A,Nome não encontrado
Riboflavina,mg,"0,07","0,04","0,03",BRC0913A,Nome não encontrado
Niacina,mg,"0,44","0,26","0,17",BRC0913A,Nome não encontrado
Vitamina B6,mg,"0,04","0,03","0,02",BRC0913A,Nome não encontrado
Vitamina B12,mcg,"0,10","0,06","0,04",BRC0913A,Nome não encontrado
Vitamina C,mg,"0,01","0,01","0,00",BRC0913A,Nome não encontrado
Equivalente de folato,mcg,"3,98","2,39","1,59",BRC0913A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0913A,Nome não encontrado
Açúcar de adição,g,"9,75","5,85","3,90",BRC0913A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0913A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0913A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0913A,Nome não encontrado
