componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,86,206,142,BRC0141C,Nome não encontrado
Energia,kcal,20,48,33,BRC0141C,Nome não encontrado
Umidade,g,"94,6",227,156,BRC0141C,Nome não encontrado
Carboidrato total,g,"5,04","12,1","8,32",BRC0141C,Nome não encontrado
Carboidrato disponível,g,"4,36","10,5","7,20",BRC0141C,Nome não encontrado
Proteína,g,"0,17","0,40","0,28",BRC0141C,Nome não encontrado
Lipídios,g,"0,10","0,24","0,16",BRC0141C,Nome não encontrado
Fibra alimentar,g,"0,68","1,62","1,12",BRC0141C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0141C,Nome não encontrado
Cinzas,g,"0,11","0,26","0,18",BRC0141C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0141C,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,08","0,05",BRC0141C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,08","0,05",BRC0141C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0141C,Nome não encontrado
Ácidos graxos trans,g,traços,traços,traços,BRC0141C,Nome não encontrado
Cálcio,mg,"2,88","6,91","4,75",BRC0141C,Nome não encontrado
Ferro,mg,"0,04","0,09","0,06",BRC0141C,Nome não encontrado
Sódio,mg,"0,29","0,70","0,48",BRC0141C,Nome não encontrado
Magnésio,mg,"2,76","6,61","4,55",BRC0141C,Nome não encontrado
Fósforo,mg,"3,90","9,37","6,44",BRC0141C,Nome não encontrado
Potássio,mg,"53,9",129,"88,9",BRC0141C,Nome não encontrado
Manganês,mg,"0,05","0,12","0,08",BRC0141C,Nome não encontrado
Zinco,mg,"0,03","0,07","0,05",BRC0141C,Nome não encontrado
Cobre,mg,"0,03","0,06","0,04",BRC0141C,Nome não encontrado
Selênio,mcg,"0,19","0,45","0,31",BRC0141C,Nome não encontrado
Vitamina A (RE),mcg,"94,4",226,155,BRC0141C,Nome não encontrado
Vitamina A (RAE),mcg,"47,2",113,"77,9",BRC0141C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0141C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,23","0,56","0,38",BRC0141C,Nome não encontrado
Tiamina,mg,"0,01","0,03","0,02",BRC0141C,Nome não encontrado
Riboflavina,mg,"0,01","0,03","0,02",BRC0141C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0141C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0141C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0141C,Nome não encontrado
Vitamina C,mg,"9,57","23,0","15,8",BRC0141C,Nome não encontrado
Equivalente de folato,mcg,"14,1","33,9","23,3",BRC0141C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0141C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0141C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0141C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0141C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0141C,Nome não encontrado
