componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,177,123,BRC0253B,Nome não encontrado
Energia,kcal,43,29,BRC0253B,Nome não encontrado
Umidade,g,"90,9","63,7",BRC0253B,Nome não encontrado
Carboidrato total,g,"4,81","3,37",BRC0253B,Nome não encontrado
Carboidrato disponível,g,"2,60","1,82",BRC0253B,Nome não encontrado
Proteína,g,"0,89","0,62",BRC0253B,Nome não encontrado
Lipídios,g,"2,69","1,89",BRC0253B,Nome não encontrado
Fibra alimentar,g,"2,22","1,55",BRC0253B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0253B,Nome não encontrado
Cinzas,g,"0,56","0,39",BRC0253B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0253B,Nome não encontrado
Ácidos graxos saturados,g,"0,43","0,30",BRC0253B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","1,33",BRC0253B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,29","0,21",BRC0253B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0253B,Nome não encontrado
Cálcio,mg,"33,8","23,6",BRC0253B,Nome não encontrado
Ferro,mg,"0,57","0,40",BRC0253B,Nome não encontrado
Sódio,mg,"17,0","11,9",BRC0253B,Nome não encontrado
Magnésio,mg,"9,17","6,42",BRC0253B,Nome não encontrado
Fósforo,mg,"28,1","19,6",BRC0253B,Nome não encontrado
Potássio,mg,167,117,BRC0253B,Nome não encontrado
Manganês,mg,"0,15","0,11",BRC0253B,Nome não encontrado
Zinco,mg,"0,28","0,20",BRC0253B,Nome não encontrado
Cobre,mg,"0,03","0,02",BRC0253B,Nome não encontrado
Selênio,mcg,"0,11","0,08",BRC0253B,Nome não encontrado
Vitamina A (RE),mcg,"34,8","24,3",BRC0253B,Nome não encontrado
Vitamina A (RAE),mcg,"17,4","12,2",BRC0253B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0253B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,55","0,39",BRC0253B,Nome não encontrado
Tiamina,mg,"0,06","0,04",BRC0253B,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0253B,Nome não encontrado
Niacina,mg,"0,02","0,01",BRC0253B,Nome não encontrado
Vitamina B6,mg,"0,06","0,04",BRC0253B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0253B,Nome não encontrado
Vitamina C,mg,"11,3","7,89",BRC0253B,Nome não encontrado
Equivalente de folato,mcg,"10,9","7,65",BRC0253B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0253B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0253B,Nome não encontrado
Gordura de adição,g,-,-,BRC0253B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0253B,Nome não encontrado
Proteína animal,g,-,-,BRC0253B,Nome não encontrado
