componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1424,712,BRC0033K,Nome não encontrado
Energia,kcal,341,170,BRC0033K,Nome não encontrado
Umidade,g,"38,5","19,2",BRC0033K,Nome não encontrado
Carboidrato total,g,"35,5","17,8",BRC0033K,Nome não encontrado
Carboidrato disponível,g,"35,4","17,7",BRC0033K,Nome não encontrado
Proteína,g,"5,18","2,59",BRC0033K,Nome não encontrado
Lipídios,g,"19,8","9,91",BRC0033K,Nome não encontrado
Fibra alimentar,g,"0,12","0,06",BRC0033K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0033K,Nome não encontrado
Cinzas,g,"1,01","0,51",BRC0033K,Nome não encontrado
Colesterol,mg,"45,0","22,5",BRC0033K,Nome não encontrado
Ácidos graxos saturados,g,"10,5","5,27",BRC0033K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,54","3,27",BRC0033K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,05","0,52",BRC0033K,Nome não encontrado
Ácidos graxos trans,g,,traços,BRC0033K,Nome não encontrado
Cálcio,mg,"94,2","47,1",BRC0033K,Nome não encontrado
Ferro,mg,"1,32","0,66",BRC0033K,Nome não encontrado
Sódio,mg,562,281,BRC0033K,Nome não encontrado
Magnésio,mg,"39,1","19,6",BRC0033K,Nome não encontrado
Fósforo,mg,282,141,BRC0033K,Nome não encontrado
Potássio,mg,348,174,BRC0033K,Nome não encontrado
Manganês,mg,"0,15","0,08",BRC0033K,Nome não encontrado
Zinco,mg,"0,73","0,37",BRC0033K,Nome não encontrado
Cobre,mg,"0,25","0,13",BRC0033K,Nome não encontrado
Selênio,mcg,,traços,BRC0033K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0033K,Nome não encontrado
Vitamina A (RAE),mcg,159,"79,8",BRC0033K,Nome não encontrado
Vitamina D,mcg,,traços,BRC0033K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,traços,BRC0033K,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0033K,Nome não encontrado
Riboflavina,mg,"0,18","0,09",BRC0033K,Nome não encontrado
Niacina,mg,"0,73","0,36",BRC0033K,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0033K,Nome não encontrado
Vitamina B12,mcg,"0,26","0,13",BRC0033K,Nome não encontrado
Vitamina C,mg,"0,61","0,31",BRC0033K,Nome não encontrado
Equivalente de folato,mcg,"51,4","25,7",BRC0033K,Nome não encontrado
Sal de adição,g,,traços,BRC0033K,Nome não encontrado
Açúcar de adição,g,,traços,BRC0033K,Nome não encontrado
Gordura de adição,g,,traços,BRC0033K,Nome não encontrado
Proteína vegetal,g,,traços,BRC0033K,Nome não encontrado
Proteína animal,g,,traços,BRC0033K,Nome não encontrado
