componente,unidade,Valor por 100g,Colher sopa cheia (10 g),Colher sopa rasa (5 g),codigo_alimento,nome_alimento
Energia,kJ,91,9,4,BRC0080B,Nome não encontrado
Energia,kcal,22,2,1,BRC0080B,Nome não encontrado
Umidade,g,"93,3","9,33","4,67",BRC0080B,Nome não encontrado
Carboidrato total,g,"4,87","0,49","0,24",BRC0080B,Nome não encontrado
Carboidrato disponível,g,"3,19","0,32","0,16",BRC0080B,Nome não encontrado
Proteína,g,"1,22","0,12","0,06",BRC0080B,Nome não encontrado
Lipídios,g,"0,06","0,01","0,00",BRC0080B,Nome não encontrado
Fibra alimentar,g,"1,68","0,17","0,08",BRC0080B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0080B,Nome não encontrado
Cinzas,g,"0,51","0,05","0,03",BRC0080B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0080B,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00","0,00",BRC0080B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0080B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,00","0,00",BRC0080B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0080B,Nome não encontrado
Cálcio,mg,"29,3","2,93","1,47",BRC0080B,Nome não encontrado
Ferro,mg,"0,35","0,03","0,02",BRC0080B,Nome não encontrado
Sódio,mg,"1,57","0,16","0,08",BRC0080B,Nome não encontrado
Magnésio,mg,"12,1","1,21","0,61",BRC0080B,Nome não encontrado
Fósforo,mg,"38,8","3,88","1,94",BRC0080B,Nome não encontrado
Potássio,mg,220,"22,0","11,0",BRC0080B,Nome não encontrado
Manganês,mg,"0,17","0,02","0,01",BRC0080B,Nome não encontrado
Zinco,mg,"0,17","0,02","0,01",BRC0080B,Nome não encontrado
Cobre,mg,"0,61","0,06","0,03",BRC0080B,Nome não encontrado
Selênio,mcg,"0,42","0,04","0,02",BRC0080B,Nome não encontrado
Vitamina A (RE),mcg,"43,2","4,32","2,16",BRC0080B,Nome não encontrado
Vitamina A (RAE),mcg,"21,6","2,16","1,08",BRC0080B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0080B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,00","0,00",BRC0080B,Nome não encontrado
Tiamina,mg,"0,05","0,00","0,00",BRC0080B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0080B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0080B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01","0,00",BRC0080B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0080B,Nome não encontrado
Vitamina C,mg,"29,0","2,90","1,45",BRC0080B,Nome não encontrado
Equivalente de folato,mcg,"12,5","1,25","0,62",BRC0080B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0080B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0080B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0080B,Nome não encontrado
Proteína vegetal,g,"1,22","0,12","0,06",BRC0080B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0080B,Nome não encontrado
