componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (160 g),codigo_alimento,nome_alimento
Energia,kJ,1295,2071,BRC0320A,Nome não encontrado
Energia,kcal,308,492,BRC0320A,Nome não encontrado
Umidade,g,"32,8","52,5",BRC0320A,Nome não encontrado
Carboidrato total,g,"39,2","62,7",BRC0320A,Nome não encontrado
Carboidrato disponível,g,"37,5","60,1",BRC0320A,Nome não encontrado
Proteína,g,"15,1","24,1",BRC0320A,Nome não encontrado
Lipídios,g,"10,5","16,8",BRC0320A,Nome não encontrado
Fibra alimentar,g,"1,63","2,61",BRC0320A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0320A,Nome não encontrado
Cinzas,g,"2,48","3,96",BRC0320A,Nome não encontrado
Colesterol,mg,"29,8","47,7",BRC0320A,Nome não encontrado
Ácidos graxos saturados,g,"5,77","9,22",BRC0320A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,62","4,19",BRC0320A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,49","0,78",BRC0320A,Nome não encontrado
Ácidos graxos trans,g,"0,48","0,77",BRC0320A,Nome não encontrado
Cálcio,mg,299,478,BRC0320A,Nome não encontrado
Ferro,mg,"2,81","4,49",BRC0320A,Nome não encontrado
Sódio,mg,616,985,BRC0320A,Nome não encontrado
Magnésio,mg,"24,1","38,6",BRC0320A,Nome não encontrado
Fósforo,mg,236,377,BRC0320A,Nome não encontrado
Potássio,mg,119,190,BRC0320A,Nome não encontrado
Manganês,mg,"0,32","0,50",BRC0320A,Nome não encontrado
Zinco,mg,"1,87","2,99",BRC0320A,Nome não encontrado
Cobre,mg,"0,11","0,17",BRC0320A,Nome não encontrado
Selênio,mcg,"4,56","7,30",BRC0320A,Nome não encontrado
Vitamina A (RE),mcg,"43,4","69,5",BRC0320A,Nome não encontrado
Vitamina A (RAE),mcg,"41,6","66,5",BRC0320A,Nome não encontrado
Vitamina D,mcg,"0,02","0,03",BRC0320A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,19","0,31",BRC0320A,Nome não encontrado
Tiamina,mg,"0,25","0,41",BRC0320A,Nome não encontrado
Riboflavina,mg,"0,52","0,83",BRC0320A,Nome não encontrado
Niacina,mg,"1,54","2,46",BRC0320A,Nome não encontrado
Vitamina B6,mg,"0,40","0,63",BRC0320A,Nome não encontrado
Vitamina B12,mcg,"0,92","1,47",BRC0320A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0320A,Nome não encontrado
Equivalente de folato,mcg,"96,3",154,BRC0320A,Nome não encontrado
Sal de adição,g,,,BRC0320A,Nome não encontrado
Açúcar de adição,g,,,BRC0320A,Nome não encontrado
Gordura de adição,g,-,-,BRC0320A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0320A,Nome não encontrado
Proteína animal,g,-,-,BRC0320A,Nome não encontrado
