componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,437,BRC0054L,Nome não encontrado
Energia,kcal,104,BRC0054L,Nome não encontrado
Umidade,g,"76,9",BRC0054L,Nome não encontrado
Carboidrato total,g,"16,9",BRC0054L,Nome não encontrado
Carboidrato disponível,g,"16,4",BRC0054L,Nome não encontrado
Proteína,g,"2,42",BRC0054L,Nome não encontrado
Lipídios,g,"3,06",BRC0054L,Nome não encontrado
Fibra alimentar,g,"0,50",BRC0054L,Nome não encontrado
Álcool,g,"0,00",BRC0054L,Nome não encontrado
Cinzas,g,"0,71",BRC0054L,Nome não encontrado
Colesterol,mg,"0,00",BRC0054L,Nome não encontrado
Ácidos graxos saturados,g,"0,14",BRC0054L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,16",BRC0054L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,09",BRC0054L,Nome não encontrado
Ácidos graxos trans,g,"0,05",BRC0054L,Nome não encontrado
Cálcio,mg,"6,92",BRC0054L,Nome não encontrado
Ferro,mg,"0,92",BRC0054L,Nome não encontrado
Sódio,mg,132,BRC0054L,Nome não encontrado
Magnésio,mg,"13,3",BRC0054L,Nome não encontrado
Fósforo,mg,"27,0",BRC0054L,Nome não encontrado
Potássio,mg,155,BRC0054L,Nome não encontrado
Manganês,mg,"0,20",BRC0054L,Nome não encontrado
Zinco,mg,"0,16",BRC0054L,Nome não encontrado
Cobre,mg,"0,03",BRC0054L,Nome não encontrado
Selênio,mcg,"1,40",BRC0054L,Nome não encontrado
Vitamina A (RE),mcg,"0,39",BRC0054L,Nome não encontrado
Vitamina A (RAE),mcg,"0,39",BRC0054L,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0054L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06",BRC0054L,Nome não encontrado
Tiamina,mg,"0,09",BRC0054L,Nome não encontrado
Riboflavina,mg,"0,20",BRC0054L,Nome não encontrado
Niacina,mg,"0,62",BRC0054L,Nome não encontrado
Vitamina B6,mg,"0,00",BRC0054L,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0054L,Nome não encontrado
Vitamina C,mg,traços,BRC0054L,Nome não encontrado
Equivalente de folato,mcg,"30,3",BRC0054L,Nome não encontrado
Sal de adição,g,,BRC0054L,Nome não encontrado
Açúcar de adição,g,"3,00",BRC0054L,Nome não encontrado
Gordura de adição,g,-,BRC0054L,Nome não encontrado
Proteína vegetal,g,-,BRC0054L,Nome não encontrado
Proteína animal,g,-,BRC0054L,Nome não encontrado
