componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,513,512,BRC0110G,Nome não encontrado
Energia,kcal,122,121,BRC0110G,Nome não encontrado
Umidade,g,"72,0","72,0",BRC0110G,Nome não encontrado
Carboidrato total,g,"16,9","16,9",BRC0110G,Nome não encontrado
Carboidrato disponível,g,"14,9","14,9",BRC0110G,Nome não encontrado
Proteína,g,"6,30","6,30",BRC0110G,Nome não encontrado
Lipídios,g,"3,68","3,68",BRC0110G,Nome não encontrado
Fibra alimentar,g,"1,95","1,95",BRC0110G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0110G,Nome não encontrado
Cinzas,g,"1,14","1,14",BRC0110G,Nome não encontrado
Colesterol,mg,"8,81","8,81",BRC0110G,Nome não encontrado
Ácidos graxos saturados,g,"1,47","1,47",BRC0110G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,22","1,22",BRC0110G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,68","0,68",BRC0110G,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0110G,Nome não encontrado
Cálcio,mg,116,116,BRC0110G,Nome não encontrado
Ferro,mg,"1,04","1,04",BRC0110G,Nome não encontrado
Sódio,mg,"39,1","39,1",BRC0110G,Nome não encontrado
Magnésio,mg,"32,6","32,6",BRC0110G,Nome não encontrado
Fósforo,mg,"99,3","99,3",BRC0110G,Nome não encontrado
Potássio,mg,167,167,BRC0110G,Nome não encontrado
Manganês,mg,"0,38","0,38",BRC0110G,Nome não encontrado
Zinco,mg,"0,79","0,79",BRC0110G,Nome não encontrado
Cobre,mg,"0,11","0,11",BRC0110G,Nome não encontrado
Selênio,mcg,"1,36","1,36",BRC0110G,Nome não encontrado
Vitamina A (RE),mcg,"28,9","28,9",BRC0110G,Nome não encontrado
Vitamina A (RAE),mcg,"28,7","28,7",BRC0110G,Nome não encontrado
Vitamina D,mcg,"0,06","0,06",BRC0110G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,04",BRC0110G,Nome não encontrado
Tiamina,mg,"0,15","0,15",BRC0110G,Nome não encontrado
Riboflavina,mg,"0,23","0,23",BRC0110G,Nome não encontrado
Niacina,mg,"0,90","0,90",BRC0110G,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0110G,Nome não encontrado
Vitamina B12,mcg,"0,30","0,30",BRC0110G,Nome não encontrado
Vitamina C,mg,"1,18","1,18",BRC0110G,Nome não encontrado
Equivalente de folato,mcg,"16,8","16,8",BRC0110G,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0110G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0110G,Nome não encontrado
Gordura de adição,g,-,-,BRC0110G,Nome não encontrado
Proteína vegetal,g,-,-,BRC0110G,Nome não encontrado
Proteína animal,g,-,-,BRC0110G,Nome não encontrado
