componente,unidade,Valor por 100g,Porção Média (50 g),codigo_alimento,nome_alimento
Energia,kJ,1301,650,BRC0080A,Nome não encontrado
Energia,kcal,310,154,BRC0080A,Nome não encontrado
Umidade,g,"36,7","18,3",BRC0080A,Nome não encontrado
Carboidrato total,g,"45,1","22,6",BRC0080A,Nome não encontrado
Carboidrato disponível,g,"44,4","22,2",BRC0080A,Nome não encontrado
Proteína,g,"4,80","2,40",BRC0080A,Nome não encontrado
Lipídios,g,"12,4","6,21",BRC0080A,Nome não encontrado
Fibra alimentar,g,"0,71","0,36",BRC0080A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0080A,Nome não encontrado
Cinzas,g,"0,98","0,49",BRC0080A,Nome não encontrado
Colesterol,mg,"81,7","40,8",BRC0080A,Nome não encontrado
Ácidos graxos saturados,g,"4,50","2,25",BRC0080A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,90","1,95",BRC0080A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,50","0,75",BRC0080A,Nome não encontrado
Ácidos graxos trans,g,"1,99","1,00",BRC0080A,Nome não encontrado
Cálcio,mg,"82,6","41,3",BRC0080A,Nome não encontrado
Ferro,mg,"2,29","1,15",BRC0080A,Nome não encontrado
Sódio,mg,133,"66,9",BRC0080A,Nome não encontrado
Magnésio,mg,"10,2","5,12",BRC0080A,Nome não encontrado
Fósforo,mg,128,"64,1",BRC0080A,Nome não encontrado
Potássio,mg,118,"59,2",BRC0080A,Nome não encontrado
Manganês,mg,"0,11","0,05",BRC0080A,Nome não encontrado
Zinco,mg,"0,44","0,22",BRC0080A,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0080A,Nome não encontrado
Selênio,mcg,"5,74","2,87",BRC0080A,Nome não encontrado
Vitamina A (RE),mcg,"61,1","30,5",BRC0080A,Nome não encontrado
Vitamina A (RAE),mcg,"60,0","30,0",BRC0080A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0080A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,12","0,56",BRC0080A,Nome não encontrado
Tiamina,mg,"0,11","0,06",BRC0080A,Nome não encontrado
Riboflavina,mg,"0,05","0,03",BRC0080A,Nome não encontrado
Niacina,mg,traços,traços,BRC0080A,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0080A,Nome não encontrado
Vitamina B12,mcg,"0,31","0,15",BRC0080A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0080A,Nome não encontrado
Equivalente de folato,mcg,"65,9","33,0",BRC0080A,Nome não encontrado
Sal de adição,g,,traços,BRC0080A,Nome não encontrado
Açúcar de adição,g,,traços,BRC0080A,Nome não encontrado
Gordura de adição,g,,traços,BRC0080A,Nome não encontrado
Proteína vegetal,g,,traços,BRC0080A,Nome não encontrado
Proteína animal,g,,traços,BRC0080A,Nome não encontrado
