componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,202,181,BRC0459B,Nome não encontrado
Energia,kcal,48,43,BRC0459B,Nome não encontrado
Umidade,g,"86,9","78,2",BRC0459B,Nome não encontrado
Carboidrato total,g,"10,2","9,21",BRC0459B,Nome não encontrado
Carboidrato disponível,g,"7,92","7,13",BRC0459B,Nome não encontrado
Proteína,g,"1,53","1,37",BRC0459B,Nome não encontrado
Lipídios,g,"0,62","0,56",BRC0459B,Nome não encontrado
Fibra alimentar,g,"2,32","2,09",BRC0459B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0459B,Nome não encontrado
Cinzas,g,"0,75","0,68",BRC0459B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0459B,Nome não encontrado
Ácidos graxos saturados,g,"0,09","0,08",BRC0459B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,16","0,15",BRC0459B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,17","0,15",BRC0459B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0459B,Nome não encontrado
Cálcio,mg,"19,7","17,7",BRC0459B,Nome não encontrado
Ferro,mg,"0,52","0,47",BRC0459B,Nome não encontrado
Sódio,mg,"1,63","1,46",BRC0459B,Nome não encontrado
Magnésio,mg,"9,88","8,89",BRC0459B,Nome não encontrado
Fósforo,mg,"33,7","30,3",BRC0459B,Nome não encontrado
Potássio,mg,228,205,BRC0459B,Nome não encontrado
Manganês,mg,"0,36","0,32",BRC0459B,Nome não encontrado
Zinco,mg,"0,38","0,34",BRC0459B,Nome não encontrado
Cobre,mg,"0,07","0,06",BRC0459B,Nome não encontrado
Selênio,mcg,"0,99","0,89",BRC0459B,Nome não encontrado
Vitamina A (RE),mcg,556,501,BRC0459B,Nome não encontrado
Vitamina A (RAE),mcg,278,250,BRC0459B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0459B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"6,70","6,03",BRC0459B,Nome não encontrado
Tiamina,mg,"0,07","0,07",BRC0459B,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0459B,Nome não encontrado
Niacina,mg,"0,05","0,04",BRC0459B,Nome não encontrado
Vitamina B6,mg,"0,11","0,10",BRC0459B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0459B,Nome não encontrado
Vitamina C,mg,"9,87","8,89",BRC0459B,Nome não encontrado
Equivalente de folato,mcg,"18,5","16,6",BRC0459B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0459B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0459B,Nome não encontrado
Gordura de adição,g,-,-,BRC0459B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0459B,Nome não encontrado
Proteína animal,g,-,-,BRC0459B,Nome não encontrado
