componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (120 g),codigo_alimento,nome_alimento
Energia,kJ,719,863,BRC0711F,Nome não encontrado
Energia,kcal,172,206,BRC0711F,Nome não encontrado
Umidade,g,"70,2","84,2",BRC0711F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0711F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0711F,Nome não encontrado
Proteína,g,"18,5","22,2",BRC0711F,Nome não encontrado
Lipídios,g,"10,9","13,1",BRC0711F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0711F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0711F,Nome não encontrado
Cinzas,g,"0,84","1,00",BRC0711F,Nome não encontrado
Colesterol,mg,"81,5","97,8",BRC0711F,Nome não encontrado
Ácidos graxos saturados,g,"3,30","3,96",BRC0711F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,55","5,46",BRC0711F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,45","2,94",BRC0711F,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,05",BRC0711F,Nome não encontrado
Cálcio,mg,"6,41","7,69",BRC0711F,Nome não encontrado
Ferro,mg,"0,58","0,70",BRC0711F,Nome não encontrado
Sódio,mg,"67,9","81,5",BRC0711F,Nome não encontrado
Magnésio,mg,"25,7","30,8",BRC0711F,Nome não encontrado
Fósforo,mg,182,218,BRC0711F,Nome não encontrado
Potássio,mg,227,272,BRC0711F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0711F,Nome não encontrado
Zinco,mg,"1,81","2,17",BRC0711F,Nome não encontrado
Cobre,mg,"0,04","0,04",BRC0711F,Nome não encontrado
Selênio,mcg,"9,10","10,9",BRC0711F,Nome não encontrado
Vitamina A (RE),mcg,"5,34","6,40",BRC0711F,Nome não encontrado
Vitamina A (RAE),mcg,"5,34","6,40",BRC0711F,Nome não encontrado
Vitamina D,mcg,,,BRC0711F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,23","0,28",BRC0711F,Nome não encontrado
Tiamina,mg,"0,10","0,12",BRC0711F,Nome não encontrado
Riboflavina,mg,"0,03","0,04",BRC0711F,Nome não encontrado
Niacina,mg,"3,28","3,94",BRC0711F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0711F,Nome não encontrado
Vitamina B12,mcg,"0,31","0,38",BRC0711F,Nome não encontrado
Vitamina C,mg,"1,47","1,77",BRC0711F,Nome não encontrado
Equivalente de folato,mcg,"5,81","6,97",BRC0711F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0711F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0711F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0711F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0711F,Nome não encontrado
Proteína animal,g,"18,5","22,2",BRC0711F,Nome não encontrado
