componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,202,483,332,BRC0153C,Nome não encontrado
Energia,kcal,48,114,78,BRC0153C,Nome não encontrado
Umidade,g,"87,1",209,143,BRC0153C,Nome não encontrado
Carboidrato total,g,"11,6","27,7","19,1",BRC0153C,Nome não encontrado
Carboidrato disponível,g,"9,98","23,9","16,5",BRC0153C,Nome não encontrado
Proteína,g,"0,76","1,83","1,26",BRC0153C,Nome não encontrado
Lipídios,g,"0,17","0,41","0,28",BRC0153C,Nome não encontrado
Fibra alimentar,g,"1,58","3,78","2,60",BRC0153C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0153C,Nome não encontrado
Cinzas,g,"0,39","0,92","0,64",BRC0153C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0153C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,03","0,02",BRC0153C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0153C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0153C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0153C,Nome não encontrado
Cálcio,mg,"17,3","41,5","28,5",BRC0153C,Nome não encontrado
Ferro,mg,"0,13","0,32","0,22",BRC0153C,Nome não encontrado
Sódio,mg,"0,29","0,70","0,48",BRC0153C,Nome não encontrado
Magnésio,mg,"12,5","30,0","20,6",BRC0153C,Nome não encontrado
Fósforo,mg,"15,9","38,1","26,2",BRC0153C,Nome não encontrado
Potássio,mg,160,384,264,BRC0153C,Nome não encontrado
Manganês,mg,"0,13","0,32","0,22",BRC0153C,Nome não encontrado
Zinco,mg,"0,10","0,24","0,16",BRC0153C,Nome não encontrado
Cobre,mg,"0,04","0,09","0,06",BRC0153C,Nome não encontrado
Selênio,mcg,"0,19","0,46","0,32",BRC0153C,Nome não encontrado
Vitamina A (RE),mcg,"7,01","16,8","11,6",BRC0153C,Nome não encontrado
Vitamina A (RAE),mcg,"3,50","8,41","5,78",BRC0153C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0153C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,21","0,50","0,34",BRC0153C,Nome não encontrado
Tiamina,mg,"0,04","0,10","0,07",BRC0153C,Nome não encontrado
Riboflavina,mg,"0,02","0,06","0,04",BRC0153C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0153C,Nome não encontrado
Vitamina B6,mg,"0,04","0,10","0,07",BRC0153C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0153C,Nome não encontrado
Vitamina C,mg,"28,3","67,8","46,6",BRC0153C,Nome não encontrado
Equivalente de folato,mcg,"20,2","48,5","33,3",BRC0153C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0153C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0153C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0153C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0153C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0153C,Nome não encontrado
