componente,unidade,Valor por 100g,Porção Média (80 g),codigo_alimento,nome_alimento
Energia,kJ,562,449,BRC0582A,Nome não encontrado
Energia,kcal,134,107,BRC0582A,Nome não encontrado
Umidade,g,"72,3","57,9",BRC0582A,Nome não encontrado
Carboidrato total,g,"12,4","9,88",BRC0582A,Nome não encontrado
Carboidrato disponível,g,"11,1","8,89",BRC0582A,Nome não encontrado
Proteína,g,"6,60","5,28",BRC0582A,Nome não encontrado
Lipídios,g,"6,77","5,42",BRC0582A,Nome não encontrado
Fibra alimentar,g,"1,25","1,00",BRC0582A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0582A,Nome não encontrado
Cinzas,g,"1,93","1,55",BRC0582A,Nome não encontrado
Colesterol,mg,"44,7","35,7",BRC0582A,Nome não encontrado
Ácidos graxos saturados,g,"2,28","1,82",BRC0582A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,84","1,47",BRC0582A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,11","1,69",BRC0582A,Nome não encontrado
Ácidos graxos trans,g,"0,08","0,07",BRC0582A,Nome não encontrado
Cálcio,mg,109,"87,5",BRC0582A,Nome não encontrado
Ferro,mg,"0,96","0,76",BRC0582A,Nome não encontrado
Sódio,mg,451,361,BRC0582A,Nome não encontrado
Magnésio,mg,"20,4","16,3",BRC0582A,Nome não encontrado
Fósforo,mg,"95,8","76,6",BRC0582A,Nome não encontrado
Potássio,mg,187,150,BRC0582A,Nome não encontrado
Manganês,mg,"0,23","0,18",BRC0582A,Nome não encontrado
Zinco,mg,"0,49","0,39",BRC0582A,Nome não encontrado
Cobre,mg,"0,08","0,06",BRC0582A,Nome não encontrado
Selênio,mcg,"2,94","2,36",BRC0582A,Nome não encontrado
Vitamina A (RE),mcg,104,"83,7",BRC0582A,Nome não encontrado
Vitamina A (RAE),mcg,"82,5","66,0",BRC0582A,Nome não encontrado
Vitamina D,mcg,"0,19","0,15",BRC0582A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,06","0,84",BRC0582A,Nome não encontrado
Tiamina,mg,"0,08","0,07",BRC0582A,Nome não encontrado
Riboflavina,mg,"0,17","0,14",BRC0582A,Nome não encontrado
Niacina,mg,"0,46","0,37",BRC0582A,Nome não encontrado
Vitamina B6,mg,"0,02","0,02",BRC0582A,Nome não encontrado
Vitamina B12,mcg,"0,21","0,17",BRC0582A,Nome não encontrado
Vitamina C,mg,"4,32","3,46",BRC0582A,Nome não encontrado
Equivalente de folato,mcg,"53,8","43,1",BRC0582A,Nome não encontrado
Sal de adição,g,"0,47","0,38",BRC0582A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0582A,Nome não encontrado
Gordura de adição,g,-,-,BRC0582A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0582A,Nome não encontrado
Proteína animal,g,-,-,BRC0582A,Nome não encontrado
