componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,1188,1307,BRC0858F,Nome não encontrado
Energia,kcal,285,313,BRC0858F,Nome não encontrado
Umidade,g,"49,9","54,9",BRC0858F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0858F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0858F,Nome não encontrado
Proteína,g,"30,6","33,7",BRC0858F,Nome não encontrado
Lipídios,g,"18,0","19,9",BRC0858F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0858F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0858F,Nome não encontrado
Cinzas,g,"1,42","1,57",BRC0858F,Nome não encontrado
Colesterol,mg,"92,6",101,BRC0858F,Nome não encontrado
Ácidos graxos saturados,g,"7,71","8,48",BRC0858F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,94","8,74",BRC0858F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,55","0,60",BRC0858F,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0858F,Nome não encontrado
Cálcio,mg,"11,1","12,2",BRC0858F,Nome não encontrado
Ferro,mg,"3,35","3,68",BRC0858F,Nome não encontrado
Sódio,mg,237,261,BRC0858F,Nome não encontrado
Magnésio,mg,"21,9","24,1",BRC0858F,Nome não encontrado
Fósforo,mg,233,257,BRC0858F,Nome não encontrado
Potássio,mg,311,342,BRC0858F,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0858F,Nome não encontrado
Zinco,mg,"7,77","8,54",BRC0858F,Nome não encontrado
Cobre,mg,"0,11","0,12",BRC0858F,Nome não encontrado
Selênio,mcg,"22,0","24,2",BRC0858F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0858F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0858F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0858F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,14","0,15",BRC0858F,Nome não encontrado
Tiamina,mg,"0,07","0,07",BRC0858F,Nome não encontrado
Riboflavina,mg,"0,20","0,22",BRC0858F,Nome não encontrado
Niacina,mg,"3,19","3,51",BRC0858F,Nome não encontrado
Vitamina B6,mg,"0,28","0,31",BRC0858F,Nome não encontrado
Vitamina B12,mcg,"3,44","3,79",BRC0858F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0858F,Nome não encontrado
Equivalente de folato,mcg,"6,97","7,66",BRC0858F,Nome não encontrado
Sal de adição,g,"0,50","0,55",BRC0858F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0858F,Nome não encontrado
Gordura de adição,g,-,-,BRC0858F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0858F,Nome não encontrado
Proteína animal,g,-,-,BRC0858F,Nome não encontrado
