componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,309,169,BRC0282N,Nome não encontrado
Energia,kcal,73,40,BRC0282N,Nome não encontrado
Umidade,g,"83,3","45,8",BRC0282N,Nome não encontrado
Carboidrato total,g,"4,88","2,69",BRC0282N,Nome não encontrado
Carboidrato disponível,g,"4,23","2,33",BRC0282N,Nome não encontrado
Proteína,g,"8,67","4,77",BRC0282N,Nome não encontrado
Lipídios,g,"2,27","1,25",BRC0282N,Nome não encontrado
Fibra alimentar,g,"0,65","0,36",BRC0282N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0282N,Nome não encontrado
Cinzas,g,"0,91","0,50",BRC0282N,Nome não encontrado
Colesterol,mg,"25,2","13,9",BRC0282N,Nome não encontrado
Ácidos graxos saturados,g,"0,40","0,22",BRC0282N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,17","0,64",BRC0282N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,45","0,25",BRC0282N,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0282N,Nome não encontrado
Cálcio,mg,"10,7","5,86",BRC0282N,Nome não encontrado
Ferro,mg,"0,16","0,09",BRC0282N,Nome não encontrado
Sódio,mg,132,"72,8",BRC0282N,Nome não encontrado
Magnésio,mg,"10,7","5,91",BRC0282N,Nome não encontrado
Fósforo,mg,"68,9","37,9",BRC0282N,Nome não encontrado
Potássio,mg,191,105,BRC0282N,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0282N,Nome não encontrado
Zinco,mg,"0,21","0,11",BRC0282N,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0282N,Nome não encontrado
Selênio,mcg,"14,6","8,03",BRC0282N,Nome não encontrado
Vitamina A (RE),mcg,"17,6","9,70",BRC0282N,Nome não encontrado
Vitamina A (RAE),mcg,"9,63","5,30",BRC0282N,Nome não encontrado
Vitamina D,mcg,"2,13","1,17",BRC0282N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,29",BRC0282N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0282N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0282N,Nome não encontrado
Niacina,mg,"0,29","0,16",BRC0282N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0282N,Nome não encontrado
Vitamina B12,mcg,"0,92","0,51",BRC0282N,Nome não encontrado
Vitamina C,mg,"1,63","0,90",BRC0282N,Nome não encontrado
Equivalente de folato,mcg,"7,66","4,21",BRC0282N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0282N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0282N,Nome não encontrado
Gordura de adição,g,-,-,BRC0282N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0282N,Nome não encontrado
Proteína animal,g,-,-,BRC0282N,Nome não encontrado
