componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,106,26,19,BRC0479B,Nome não encontrado
Energia,kcal,25,6,4,BRC0479B,Nome não encontrado
Umidade,g,"92,6","23,2","16,7",BRC0479B,Nome não encontrado
Carboidrato total,g,"5,69","1,42","1,02",BRC0479B,Nome não encontrado
Carboidrato disponível,g,"4,03","1,01","0,73",BRC0479B,Nome não encontrado
Proteína,g,"1,08","0,27","0,19",BRC0479B,Nome não encontrado
Lipídios,g,"0,15","0,04","0,03",BRC0479B,Nome não encontrado
Fibra alimentar,g,"1,66","0,41","0,30",BRC0479B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0479B,Nome não encontrado
Cinzas,g,"0,46","0,12","0,08",BRC0479B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0479B,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00","0,00",BRC0479B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0479B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01","0,00",BRC0479B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0479B,Nome não encontrado
Cálcio,mg,"6,63","1,66","1,19",BRC0479B,Nome não encontrado
Ferro,mg,"0,35","0,09","0,06",BRC0479B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0479B,Nome não encontrado
Magnésio,mg,"11,6","2,89","2,08",BRC0479B,Nome não encontrado
Fósforo,mg,"20,8","5,19","3,74",BRC0479B,Nome não encontrado
Potássio,mg,219,"54,8","39,5",BRC0479B,Nome não encontrado
Manganês,mg,"0,07","0,02","0,01",BRC0479B,Nome não encontrado
Zinco,mg,"0,19","0,05","0,03",BRC0479B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,01",BRC0479B,Nome não encontrado
Selênio,mcg,"0,21","0,05","0,04",BRC0479B,Nome não encontrado
Vitamina A (RE),mcg,"68,6","17,2","12,4",BRC0479B,Nome não encontrado
Vitamina A (RAE),mcg,"34,3","8,58","6,18",BRC0479B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0479B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,80","0,20","0,14",BRC0479B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,01",BRC0479B,Nome não encontrado
Riboflavina,mg,"0,06","0,01","0,01",BRC0479B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0479B,Nome não encontrado
Vitamina B6,mg,"0,02","0,00","0,00",BRC0479B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0479B,Nome não encontrado
Vitamina C,mg,131,"32,9","23,7",BRC0479B,Nome não encontrado
Equivalente de folato,mcg,"30,5","7,63","5,49",BRC0479B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0479B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0479B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0479B,Nome não encontrado
Proteína vegetal,g,"1,08","0,27","0,19",BRC0479B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0479B,Nome não encontrado
