componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,1726,258,BRC0057N,Nome não encontrado
Energia,kcal,412,61,BRC0057N,Nome não encontrado
Umidade,g,"1,99","0,30",BRC0057N,Nome não encontrado
Carboidrato total,g,"73,9","11,1",BRC0057N,Nome não encontrado
Carboidrato disponível,g,"55,8","8,37",BRC0057N,Nome não encontrado
Proteína,g,"8,13","1,22",BRC0057N,Nome não encontrado
Lipídios,g,"13,3","2,00",BRC0057N,Nome não encontrado
Fibra alimentar,g,"18,1","2,72",BRC0057N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0057N,Nome não encontrado
Cinzas,g,"2,62","0,39",BRC0057N,Nome não encontrado
Colesterol,mg,"5,00","0,75",BRC0057N,Nome não encontrado
Ácidos graxos saturados,g,"1,45","0,22",BRC0057N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"10,5","1,58",BRC0057N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,19","0,18",BRC0057N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0057N,Nome não encontrado
Cálcio,mg,364,"54,6",BRC0057N,Nome não encontrado
Ferro,mg,"0,68","0,10",BRC0057N,Nome não encontrado
Sódio,mg,472,"70,8",BRC0057N,Nome não encontrado
Magnésio,mg,385,"57,8",BRC0057N,Nome não encontrado
Fósforo,mg,385,"57,8",BRC0057N,Nome não encontrado
Potássio,mg,247,"37,1",BRC0057N,Nome não encontrado
Manganês,mg,,,BRC0057N,Nome não encontrado
Zinco,mg,"17,3","2,60",BRC0057N,Nome não encontrado
Cobre,mg,"0,77","0,12",BRC0057N,Nome não encontrado
Selênio,mcg,"67,3","10,1",BRC0057N,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0057N,Nome não encontrado
Vitamina A (RAE),mcg,1034,155,BRC0057N,Nome não encontrado
Vitamina D,mcg,"9,60","1,44",BRC0057N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"51,9","7,79",BRC0057N,Nome não encontrado
Tiamina,mg,"1,44","0,22",BRC0057N,Nome não encontrado
Riboflavina,mg,"0,65","0,10",BRC0057N,Nome não encontrado
Niacina,mg,"38,5","5,77",BRC0057N,Nome não encontrado
Vitamina B6,mg,"2,31","0,35",BRC0057N,Nome não encontrado
Vitamina B12,mcg,"8,08","1,21",BRC0057N,Nome não encontrado
Vitamina C,mg,"1,30","0,20",BRC0057N,Nome não encontrado
Equivalente de folato,mcg,653,"98,0",BRC0057N,Nome não encontrado
Sal de adição,g,,,BRC0057N,Nome não encontrado
Açúcar de adição,g,,,BRC0057N,Nome não encontrado
Gordura de adição,g,,,BRC0057N,Nome não encontrado
Proteína vegetal,g,,,BRC0057N,Nome não encontrado
Proteína animal,g,,,BRC0057N,Nome não encontrado
