componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,977,BRC0247T,Nome não encontrado
Energia,kcal,234,BRC0247T,Nome não encontrado
Umidade,g,"48,5",BRC0247T,Nome não encontrado
Carboidrato total,g,"31,4",BRC0247T,Nome não encontrado
Carboidrato disponível,g,"25,0",BRC0247T,Nome não encontrado
Proteína,g,"8,80",BRC0247T,Nome não encontrado
Lipídios,g,"9,52",BRC0247T,Nome não encontrado
Fibra alimentar,g,"6,41",BRC0247T,Nome não encontrado
Álcool,g,"0,00",BRC0247T,Nome não encontrado
Cinzas,g,"1,77",BRC0247T,Nome não encontrado
Colesterol,mg,"0,00",BRC0247T,Nome não encontrado
Ácidos graxos saturados,g,"1,54",BRC0247T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,43",BRC0247T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,16",BRC0247T,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0247T,Nome não encontrado
Cálcio,mg,"29,9",BRC0247T,Nome não encontrado
Ferro,mg,"3,16",BRC0247T,Nome não encontrado
Sódio,mg,263,BRC0247T,Nome não encontrado
Magnésio,mg,"58,4",BRC0247T,Nome não encontrado
Fósforo,mg,117,BRC0247T,Nome não encontrado
Potássio,mg,264,BRC0247T,Nome não encontrado
Manganês,mg,"1,35",BRC0247T,Nome não encontrado
Zinco,mg,"2,08",BRC0247T,Nome não encontrado
Cobre,mg,"0,35",BRC0247T,Nome não encontrado
Selênio,mcg,"1,17",BRC0247T,Nome não encontrado
Vitamina A (RE),mcg,"0,72",BRC0247T,Nome não encontrado
Vitamina A (RAE),mcg,"0,36",BRC0247T,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0247T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,20",BRC0247T,Nome não encontrado
Tiamina,mg,"0,24",BRC0247T,Nome não encontrado
Riboflavina,mg,"0,02",BRC0247T,Nome não encontrado
Niacina,mg,"1,55",BRC0247T,Nome não encontrado
Vitamina B6,mg,"0,21",BRC0247T,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0247T,Nome não encontrado
Vitamina C,mg,"0,66",BRC0247T,Nome não encontrado
Equivalente de folato,mcg,"73,5",BRC0247T,Nome não encontrado
Sal de adição,g,"0,64",BRC0247T,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0247T,Nome não encontrado
Gordura de adição,g,-,BRC0247T,Nome não encontrado
Proteína vegetal,g,-,BRC0247T,Nome não encontrado
Proteína animal,g,-,BRC0247T,Nome não encontrado
