componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,1104,993,BRC0652A,Nome não encontrado
Energia,kcal,265,238,BRC0652A,Nome não encontrado
Umidade,g,"55,1","49,6",BRC0652A,Nome não encontrado
Carboidrato total,g,"18,2","16,4",BRC0652A,Nome não encontrado
Carboidrato disponível,g,"17,4","15,6",BRC0652A,Nome não encontrado
Proteína,g,"6,76","6,08",BRC0652A,Nome não encontrado
Lipídios,g,"18,5","16,7",BRC0652A,Nome não encontrado
Fibra alimentar,g,"0,83","0,75",BRC0652A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0652A,Nome não encontrado
Cinzas,g,"1,41","1,27",BRC0652A,Nome não encontrado
Colesterol,mg,"84,5","76,0",BRC0652A,Nome não encontrado
Ácidos graxos saturados,g,"9,92","8,93",BRC0652A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,72","4,25",BRC0652A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,13","1,02",BRC0652A,Nome não encontrado
Ácidos graxos trans,g,"0,49","0,44",BRC0652A,Nome não encontrado
Cálcio,mg,136,122,BRC0652A,Nome não encontrado
Ferro,mg,"1,48","1,34",BRC0652A,Nome não encontrado
Sódio,mg,282,254,BRC0652A,Nome não encontrado
Magnésio,mg,"16,0","14,4",BRC0652A,Nome não encontrado
Fósforo,mg,143,128,BRC0652A,Nome não encontrado
Potássio,mg,132,119,BRC0652A,Nome não encontrado
Manganês,mg,"0,13","0,12",BRC0652A,Nome não encontrado
Zinco,mg,"0,79","0,71",BRC0652A,Nome não encontrado
Cobre,mg,"0,07","0,06",BRC0652A,Nome não encontrado
Selênio,mcg,"3,81","3,43",BRC0652A,Nome não encontrado
Vitamina A (RE),mcg,152,137,BRC0652A,Nome não encontrado
Vitamina A (RAE),mcg,156,140,BRC0652A,Nome não encontrado
Vitamina D,mcg,"0,40","0,36",BRC0652A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,92","0,83",BRC0652A,Nome não encontrado
Tiamina,mg,"0,08","0,07",BRC0652A,Nome não encontrado
Riboflavina,mg,"0,17","0,15",BRC0652A,Nome não encontrado
Niacina,mg,"0,74","0,66",BRC0652A,Nome não encontrado
Vitamina B6,mg,"0,05","0,04",BRC0652A,Nome não encontrado
Vitamina B12,mcg,"0,36","0,33",BRC0652A,Nome não encontrado
Vitamina C,mg,"0,70","0,63",BRC0652A,Nome não encontrado
Equivalente de folato,mcg,"59,1","53,2",BRC0652A,Nome não encontrado
Sal de adição,g,"0,47","0,42",BRC0652A,Nome não encontrado
Açúcar de adição,g,"0,21","0,19",BRC0652A,Nome não encontrado
Gordura de adição,g,-,-,BRC0652A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0652A,Nome não encontrado
Proteína animal,g,-,-,BRC0652A,Nome não encontrado
