componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,938,BRC0573F,Nome não encontrado
Energia,kcal,225,BRC0573F,Nome não encontrado
Umidade,g,"60,7",BRC0573F,Nome não encontrado
Carboidrato total,g,"2,58",BRC0573F,Nome não encontrado
Carboidrato disponível,g,"0,83",BRC0573F,Nome não encontrado
Proteína,g,"21,3",BRC0573F,Nome não encontrado
Lipídios,g,"13,9",BRC0573F,Nome não encontrado
Fibra alimentar,g,"1,75",BRC0573F,Nome não encontrado
Álcool,g,"0,01",BRC0573F,Nome não encontrado
Cinzas,g,"1,53",BRC0573F,Nome não encontrado
Colesterol,mg,"88,5",BRC0573F,Nome não encontrado
Ácidos graxos saturados,g,"3,95",BRC0573F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,10",BRC0573F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,07",BRC0573F,Nome não encontrado
Ácidos graxos trans,g,"0,09",BRC0573F,Nome não encontrado
Cálcio,mg,"20,5",BRC0573F,Nome não encontrado
Ferro,mg,"1,21",BRC0573F,Nome não encontrado
Sódio,mg,259,BRC0573F,Nome não encontrado
Magnésio,mg,"22,8",BRC0573F,Nome não encontrado
Fósforo,mg,181,BRC0573F,Nome não encontrado
Potássio,mg,210,BRC0573F,Nome não encontrado
Manganês,mg,"0,20",BRC0573F,Nome não encontrado
Zinco,mg,"1,16",BRC0573F,Nome não encontrado
Cobre,mg,"0,13",BRC0573F,Nome não encontrado
Selênio,mcg,"0,36",BRC0573F,Nome não encontrado
Vitamina A (RE),mcg,447,BRC0573F,Nome não encontrado
Vitamina A (RAE),mcg,245,BRC0573F,Nome não encontrado
Vitamina D,mcg,"0,01",BRC0573F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,85",BRC0573F,Nome não encontrado
Tiamina,mg,"0,09",BRC0573F,Nome não encontrado
Riboflavina,mg,traços,BRC0573F,Nome não encontrado
Niacina,mg,"9,46",BRC0573F,Nome não encontrado
Vitamina B6,mg,"0,03",BRC0573F,Nome não encontrado
Vitamina B12,mcg,"0,27",BRC0573F,Nome não encontrado
Vitamina C,mg,"1,31",BRC0573F,Nome não encontrado
Equivalente de folato,mcg,"10,1",BRC0573F,Nome não encontrado
Sal de adição,g,"0,45",BRC0573F,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0573F,Nome não encontrado
Gordura de adição,g,-,BRC0573F,Nome não encontrado
Proteína vegetal,g,-,BRC0573F,Nome não encontrado
Proteína animal,g,-,BRC0573F,Nome não encontrado
