componente,unidade,Valor por 100g,Porção Média (40 g),codigo_alimento,nome_alimento
Energia,kJ,182,72,BRC0588B,Nome não encontrado
Energia,kcal,44,17,BRC0588B,Nome não encontrado
Umidade,g,"91,3","36,5",BRC0588B,Nome não encontrado
Carboidrato total,g,"2,66","1,06",BRC0588B,Nome não encontrado
Carboidrato disponível,g,"0,47","0,19",BRC0588B,Nome não encontrado
Proteína,g,"1,65","0,66",BRC0588B,Nome não encontrado
Lipídios,g,"3,48","1,39",BRC0588B,Nome não encontrado
Fibra alimentar,g,"2,19","0,88",BRC0588B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0588B,Nome não encontrado
Cinzas,g,"0,90","0,36",BRC0588B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0588B,Nome não encontrado
Ácidos graxos saturados,g,"0,65","0,26",BRC0588B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,45","0,98",BRC0588B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,44","0,18",BRC0588B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0588B,Nome não encontrado
Cálcio,mg,"32,9","13,2",BRC0588B,Nome não encontrado
Ferro,mg,"0,71","0,29",BRC0588B,Nome não encontrado
Sódio,mg,"57,6","23,1",BRC0588B,Nome não encontrado
Magnésio,mg,"9,12","3,65",BRC0588B,Nome não encontrado
Fósforo,mg,"25,9","10,4",BRC0588B,Nome não encontrado
Potássio,mg,347,138,BRC0588B,Nome não encontrado
Manganês,mg,"0,39","0,16",BRC0588B,Nome não encontrado
Zinco,mg,"0,40","0,16",BRC0588B,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0588B,Nome não encontrado
Selênio,mcg,"0,21","0,08",BRC0588B,Nome não encontrado
Vitamina A (RE),mcg,383,153,BRC0588B,Nome não encontrado
Vitamina A (RAE),mcg,191,"76,6",BRC0588B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0588B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,80","0,32",BRC0588B,Nome não encontrado
Tiamina,mg,"0,08","0,03",BRC0588B,Nome não encontrado
Riboflavina,mg,"0,08","0,03",BRC0588B,Nome não encontrado
Niacina,mg,"0,71","0,28",BRC0588B,Nome não encontrado
Vitamina B6,mg,"0,09","0,04",BRC0588B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0588B,Nome não encontrado
Vitamina C,mg,"21,5","8,60",BRC0588B,Nome não encontrado
Equivalente de folato,mcg,"40,2","16,1",BRC0588B,Nome não encontrado
Sal de adição,g,"0,32","0,13",BRC0588B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0588B,Nome não encontrado
Gordura de adição,g,-,-,BRC0588B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0588B,Nome não encontrado
Proteína animal,g,-,-,BRC0588B,Nome não encontrado
