componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1485,237,BRC0023N,Nome não encontrado
Energia,kcal,350,55,BRC0023N,Nome não encontrado
Umidade,g,"11,1","1,77",BRC0023N,Nome não encontrado
Carboidrato total,g,"87,6","14,0",BRC0023N,Nome não encontrado
Carboidrato disponível,g,"86,1","13,8",BRC0023N,Nome não encontrado
Proteína,g,"0,55","0,09",BRC0023N,Nome não encontrado
Lipídios,g,"0,00","0,00",BRC0023N,Nome não encontrado
Fibra alimentar,g,"1,55","0,25",BRC0023N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0023N,Nome não encontrado
Cinzas,g,"0,77","0,12",BRC0023N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0023N,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0023N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0023N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0023N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0023N,Nome não encontrado
Cálcio,mg,"48,6","7,78",BRC0023N,Nome não encontrado
Ferro,mg,"0,05","0,01",BRC0023N,Nome não encontrado
Sódio,mg,1751,280,BRC0023N,Nome não encontrado
Magnésio,mg,"16,9","2,70",BRC0023N,Nome não encontrado
Fósforo,mg,"11,9","1,91",BRC0023N,Nome não encontrado
Potássio,mg,"17,9","2,86",BRC0023N,Nome não encontrado
Manganês,mg,,,BRC0023N,Nome não encontrado
Zinco,mg,"0,19","0,03",BRC0023N,Nome não encontrado
Cobre,mg,,,BRC0023N,Nome não encontrado
Selênio,mcg,,,BRC0023N,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0023N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0023N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0023N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0023N,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0023N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0023N,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0023N,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0023N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0023N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0023N,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0023N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0023N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0023N,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0023N,Nome não encontrado
Proteína vegetal,g,"0,55","0,09",BRC0023N,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0023N,Nome não encontrado
