componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1063,531,BRC0970A,Nome não encontrado
Energia,kcal,251,125,BRC0970A,Nome não encontrado
Umidade,g,"35,3","17,7",BRC0970A,Nome não encontrado
Carboidrato total,g,"49,8","24,9",BRC0970A,Nome não encontrado
Carboidrato disponível,g,"44,4","22,2",BRC0970A,Nome não encontrado
Proteína,g,"10,2","5,09",BRC0970A,Nome não encontrado
Lipídios,g,"2,47","1,24",BRC0970A,Nome não encontrado
Fibra alimentar,g,"5,41","2,70",BRC0970A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0970A,Nome não encontrado
Cinzas,g,"2,22","1,11",BRC0970A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0970A,Nome não encontrado
Ácidos graxos saturados,g,"0,48","0,24",BRC0970A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,53","0,27",BRC0970A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,74","0,37",BRC0970A,Nome não encontrado
Ácidos graxos trans,g,"0,19","0,09",BRC0970A,Nome não encontrado
Cálcio,mg,126,"63,5",BRC0970A,Nome não encontrado
Ferro,mg,"2,84","1,42",BRC0970A,Nome não encontrado
Sódio,mg,472,236,BRC0970A,Nome não encontrado
Magnésio,mg,"57,9","29,0",BRC0970A,Nome não encontrado
Fósforo,mg,186,"93,1",BRC0970A,Nome não encontrado
Potássio,mg,191,"95,6",BRC0970A,Nome não encontrado
Manganês,mg,"1,57","0,78",BRC0970A,Nome não encontrado
Zinco,mg,"1,49","0,74",BRC0970A,Nome não encontrado
Cobre,mg,"0,15","0,07",BRC0970A,Nome não encontrado
Selênio,mcg,"5,26","2,63",BRC0970A,Nome não encontrado
Vitamina A (RE),mcg,"1,64","0,82",BRC0970A,Nome não encontrado
Vitamina A (RAE),mcg,"0,86","0,43",BRC0970A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0970A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,90","0,95",BRC0970A,Nome não encontrado
Tiamina,mg,"0,08","0,04",BRC0970A,Nome não encontrado
Riboflavina,mg,"0,04","0,02",BRC0970A,Nome não encontrado
Niacina,mg,"0,04","0,02",BRC0970A,Nome não encontrado
Vitamina B6,mg,"0,15","0,07",BRC0970A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0970A,Nome não encontrado
Vitamina C,mg,"0,41","0,21",BRC0970A,Nome não encontrado
Equivalente de folato,mcg,"87,8","43,9",BRC0970A,Nome não encontrado
Sal de adição,g,,traços,BRC0970A,Nome não encontrado
Açúcar de adição,g,,traços,BRC0970A,Nome não encontrado
Gordura de adição,g,-,-,BRC0970A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0970A,Nome não encontrado
Proteína animal,g,-,-,BRC0970A,Nome não encontrado
