componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,312,747,514,BRC0211C,Nome não encontrado
Energia,kcal,74,176,121,BRC0211C,Nome não encontrado
Umidade,g,"80,5",193,132,BRC0211C,Nome não encontrado
Carboidrato total,g,"18,1","43,5","29,9",BRC0211C,Nome não encontrado
Carboidrato disponível,g,"16,5","39,7","27,3",BRC0211C,Nome não encontrado
Proteína,g,"0,80","1,92","1,32",BRC0211C,Nome não encontrado
Lipídios,g,"0,11","0,27","0,19",BRC0211C,Nome não encontrado
Fibra alimentar,g,"1,61","3,87","2,66",BRC0211C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Cinzas,g,"0,46","1,11","0,77",BRC0211C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,06","0,04",BRC0211C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,05","0,12","0,08",BRC0211C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Cálcio,mg,"18,0","43,2","29,7",BRC0211C,Nome não encontrado
Ferro,mg,"0,28","0,67","0,46",BRC0211C,Nome não encontrado
Sódio,mg,"1,79","4,29","2,95",BRC0211C,Nome não encontrado
Magnésio,mg,"14,0","33,7","23,2",BRC0211C,Nome não encontrado
Fósforo,mg,"19,3","46,2","31,8",BRC0211C,Nome não encontrado
Potássio,mg,189,453,312,BRC0211C,Nome não encontrado
Manganês,mg,"0,05","0,12","0,08",BRC0211C,Nome não encontrado
Zinco,mg,"0,10","0,23","0,16",BRC0211C,Nome não encontrado
Cobre,mg,"0,07","0,18","0,12",BRC0211C,Nome não encontrado
Selênio,mcg,"0,78","1,88","1,29",BRC0211C,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Tiamina,mg,"0,08","0,19","0,13",BRC0211C,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0211C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Vitamina C,mg,"1,81","4,35","2,99",BRC0211C,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0211C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0211C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0211C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0211C,Nome não encontrado
