componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,261,143,BRC0303N,Nome não encontrado
Energia,kcal,63,34,BRC0303N,Nome não encontrado
Umidade,g,"84,4","46,4",BRC0303N,Nome não encontrado
Carboidrato total,g,"9,86","5,42",BRC0303N,Nome não encontrado
Carboidrato disponível,g,"5,02","2,76",BRC0303N,Nome não encontrado
Proteína,g,"2,85","1,57",BRC0303N,Nome não encontrado
Lipídios,g,"2,39","1,31",BRC0303N,Nome não encontrado
Fibra alimentar,g,"4,84","2,66",BRC0303N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0303N,Nome não encontrado
Cinzas,g,"0,56","0,31",BRC0303N,Nome não encontrado
Colesterol,mg,"0,67","0,37",BRC0303N,Nome não encontrado
Ácidos graxos saturados,g,"0,39","0,21",BRC0303N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,55","0,30",BRC0303N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,38","0,76",BRC0303N,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0303N,Nome não encontrado
Cálcio,mg,"18,4","10,1",BRC0303N,Nome não encontrado
Ferro,mg,"0,82","0,45",BRC0303N,Nome não encontrado
Sódio,mg,"2,20","1,21",BRC0303N,Nome não encontrado
Magnésio,mg,"23,0","12,7",BRC0303N,Nome não encontrado
Fósforo,mg,"54,3","29,8",BRC0303N,Nome não encontrado
Potássio,mg,199,109,BRC0303N,Nome não encontrado
Manganês,mg,"0,22","0,12",BRC0303N,Nome não encontrado
Zinco,mg,"1,00","0,55",BRC0303N,Nome não encontrado
Cobre,mg,"0,30","0,17",BRC0303N,Nome não encontrado
Selênio,mcg,"1,61","0,89",BRC0303N,Nome não encontrado
Vitamina A (RE),mcg,129,"71,5",BRC0303N,Nome não encontrado
Vitamina A (RAE),mcg,"65,2","35,8",BRC0303N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0303N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,90","0,50",BRC0303N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0303N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0303N,Nome não encontrado
Niacina,mg,"0,23","0,13",BRC0303N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0303N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0303N,Nome não encontrado
Vitamina C,mg,"1,21","0,66",BRC0303N,Nome não encontrado
Equivalente de folato,mcg,"45,9","25,2",BRC0303N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0303N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0303N,Nome não encontrado
Gordura de adição,g,-,-,BRC0303N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0303N,Nome não encontrado
Proteína animal,g,-,-,BRC0303N,Nome não encontrado
