componente,unidade,Valor por 100g,Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,1109,110,BRC0083R,Nome não encontrado
Energia,kcal,265,26,BRC0083R,Nome não encontrado
Umidade,g,"7,00","0,70",BRC0083R,Nome não encontrado
Carboidrato total,g,"21,4","2,14",BRC0083R,Nome não encontrado
Carboidrato disponível,g,"10,4","1,04",BRC0083R,Nome não encontrado
Proteína,g,"26,4","2,64",BRC0083R,Nome não encontrado
Lipídios,g,"10,7","1,07",BRC0083R,Nome não encontrado
Fibra alimentar,g,"11,0","1,10",BRC0083R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0083R,Nome não encontrado
Cinzas,g,"34,5","3,45",BRC0083R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0083R,Nome não encontrado
Ácidos graxos saturados,g,"1,82","0,18",BRC0083R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,98","0,20",BRC0083R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,12","0,51",BRC0083R,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0083R,Nome não encontrado
Cálcio,mg,"39,7","3,97",BRC0083R,Nome não encontrado
Ferro,mg,"1,74","0,17",BRC0083R,Nome não encontrado
Sódio,mg,2597,259,BRC0083R,Nome não encontrado
Magnésio,mg,"33,4","3,34",BRC0083R,Nome não encontrado
Fósforo,mg,110,"11,1",BRC0083R,Nome não encontrado
Potássio,mg,146,"14,6",BRC0083R,Nome não encontrado
Manganês,mg,,,BRC0083R,Nome não encontrado
Zinco,mg,"1,78","0,18",BRC0083R,Nome não encontrado
Cobre,mg,,,BRC0083R,Nome não encontrado
Selênio,mcg,,,BRC0083R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0083R,Nome não encontrado
Vitamina A (RAE),mcg,"36,9","3,69",BRC0083R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0083R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09","0,01",BRC0083R,Nome não encontrado
Tiamina,mg,"0,07","0,01",BRC0083R,Nome não encontrado
Riboflavina,mg,"0,16","0,02",BRC0083R,Nome não encontrado
Niacina,mg,"0,63","0,06",BRC0083R,Nome não encontrado
Vitamina B6,mg,"0,14","0,01",BRC0083R,Nome não encontrado
Vitamina B12,mcg,"0,06","0,01",BRC0083R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0083R,Nome não encontrado
Equivalente de folato,mcg,"13,2","1,32",BRC0083R,Nome não encontrado
Sal de adição,g,,,BRC0083R,Nome não encontrado
Açúcar de adição,g,,,BRC0083R,Nome não encontrado
Gordura de adição,g,,,BRC0083R,Nome não encontrado
Proteína vegetal,g,,,BRC0083R,Nome não encontrado
Proteína animal,g,,,BRC0083R,Nome não encontrado
