componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,97,232,159,BRC0165C,Nome não encontrado
Energia,kcal,23,54,37,BRC0165C,Nome não encontrado
Umidade,g,"94,2",226,155,BRC0165C,Nome não encontrado
Carboidrato total,g,"5,74","13,8","9,46",BRC0165C,Nome não encontrado
Carboidrato disponível,g,"5,65","13,5","9,31",BRC0165C,Nome não encontrado
Proteína,g,traços,traços,traços,BRC0165C,Nome não encontrado
Lipídios,g,traços,traços,traços,BRC0165C,Nome não encontrado
Fibra alimentar,g,"0,09","0,22","0,15",BRC0165C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0165C,Nome não encontrado
Cinzas,g,"0,06","0,15","0,10",BRC0165C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0165C,Nome não encontrado
Ácidos graxos saturados,g,traços,traços,traços,BRC0165C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0165C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0165C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0165C,Nome não encontrado
Cálcio,mg,"3,63","8,72","6,00",BRC0165C,Nome não encontrado
Ferro,mg,"0,05","0,12","0,08",BRC0165C,Nome não encontrado
Sódio,mg,"3,74","8,97","6,17",BRC0165C,Nome não encontrado
Magnésio,mg,"2,75","6,61","4,54",BRC0165C,Nome não encontrado
Fósforo,mg,"3,91","9,38","6,45",BRC0165C,Nome não encontrado
Potássio,mg,"21,0","50,3","34,6",BRC0165C,Nome não encontrado
Manganês,mg,"0,08","0,18","0,13",BRC0165C,Nome não encontrado
Zinco,mg,"0,02","0,05","0,03",BRC0165C,Nome não encontrado
Cobre,mg,"0,05","0,12","0,08",BRC0165C,Nome não encontrado
Selênio,mcg,"0,16","0,37","0,26",BRC0165C,Nome não encontrado
Vitamina A (RE),mcg,"0,33","0,78","0,54",BRC0165C,Nome não encontrado
Vitamina A (RAE),mcg,"0,16","0,39","0,27",BRC0165C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0165C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00","0,00",BRC0165C,Nome não encontrado
Tiamina,mg,"0,03","0,07","0,05",BRC0165C,Nome não encontrado
Riboflavina,mg,"0,01","0,02","0,01",BRC0165C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0165C,Nome não encontrado
Vitamina B6,mg,"0,02","0,05","0,03",BRC0165C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0165C,Nome não encontrado
Vitamina C,mg,"8,18","19,6","13,5",BRC0165C,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00","0,00",BRC0165C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0165C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0165C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0165C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0165C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0165C,Nome não encontrado
