componente,unidade,Valor por 100g,Colher sopa cheia (22 g),Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,216,47,32,BRC0339B,Nome não encontrado
Energia,kcal,52,11,7,BRC0339B,Nome não encontrado
Umidade,g,"88,1","19,4","13,2",BRC0339B,Nome não encontrado
Carboidrato total,g,"7,07","1,55","1,06",BRC0339B,Nome não encontrado
Carboidrato disponível,g,"4,69","1,03","0,70",BRC0339B,Nome não encontrado
Proteína,g,"1,04","0,23","0,16",BRC0339B,Nome não encontrado
Lipídios,g,"2,68","0,59","0,40",BRC0339B,Nome não encontrado
Fibra alimentar,g,"2,38","0,52","0,36",BRC0339B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0339B,Nome não encontrado
Cinzas,g,"1,09","0,24","0,16",BRC0339B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0339B,Nome não encontrado
Ácidos graxos saturados,g,"0,40","0,09","0,06",BRC0339B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","0,42","0,29",BRC0339B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,32","0,07","0,05",BRC0339B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0339B,Nome não encontrado
Cálcio,mg,"21,9","4,81","3,28",BRC0339B,Nome não encontrado
Ferro,mg,"0,49","0,11","0,07",BRC0339B,Nome não encontrado
Sódio,mg,136,"30,0","20,5",BRC0339B,Nome não encontrado
Magnésio,mg,"10,4","2,30","1,57",BRC0339B,Nome não encontrado
Fósforo,mg,"25,0","5,50","3,75",BRC0339B,Nome não encontrado
Potássio,mg,246,"54,3","37,0",BRC0339B,Nome não encontrado
Manganês,mg,"0,13","0,03","0,02",BRC0339B,Nome não encontrado
Zinco,mg,"0,38","0,08","0,06",BRC0339B,Nome não encontrado
Cobre,mg,"0,06","0,01","0,01",BRC0339B,Nome não encontrado
Selênio,mcg,"0,46","0,10","0,07",BRC0339B,Nome não encontrado
Vitamina A (RE),mcg,549,120,"82,4",BRC0339B,Nome não encontrado
Vitamina A (RAE),mcg,274,"60,5","41,2",BRC0339B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0339B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,91","0,20","0,14",BRC0339B,Nome não encontrado
Tiamina,mg,"0,01","0,00","0,00",BRC0339B,Nome não encontrado
Riboflavina,mg,"0,01","0,00","0,00",BRC0339B,Nome não encontrado
Niacina,mg,"0,02","0,00","0,00",BRC0339B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01","0,01",BRC0339B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0339B,Nome não encontrado
Vitamina C,mg,"6,41","1,41","0,96",BRC0339B,Nome não encontrado
Equivalente de folato,mcg,"17,1","3,76","2,57",BRC0339B,Nome não encontrado
Sal de adição,g,"0,32","0,07","0,05",BRC0339B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0339B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0339B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0339B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0339B,Nome não encontrado
