componente,unidade,Valor por 100g,Colher sopa cheia (8 g),codigo_alimento,nome_alimento
Energia,kJ,25,2,BRC0063B,Nome não encontrado
Energia,kcal,6,0,BRC0063B,Nome não encontrado
Umidade,g,"97,7","7,82",BRC0063B,Nome não encontrado
Carboidrato total,g,"1,50","0,12",BRC0063B,Nome não encontrado
Carboidrato disponível,g,"0,26","0,02",BRC0063B,Nome não encontrado
Proteína,g,"0,41","0,03",BRC0063B,Nome não encontrado
Lipídios,g,"0,11","0,01",BRC0063B,Nome não encontrado
Fibra alimentar,g,"1,24","0,10",BRC0063B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0063B,Nome não encontrado
Cinzas,g,"0,28","0,02",BRC0063B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0063B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,00",BRC0063B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0063B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,00",BRC0063B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0063B,Nome não encontrado
Cálcio,mg,"11,7","0,94",BRC0063B,Nome não encontrado
Ferro,mg,"0,22","0,02",BRC0063B,Nome não encontrado
Sódio,mg,"5,93","0,47",BRC0063B,Nome não encontrado
Magnésio,mg,"4,65","0,37",BRC0063B,Nome não encontrado
Fósforo,mg,"15,7","1,26",BRC0063B,Nome não encontrado
Potássio,mg,110,"8,82",BRC0063B,Nome não encontrado
Manganês,mg,"0,10","0,01",BRC0063B,Nome não encontrado
Zinco,mg,"0,18","0,01",BRC0063B,Nome não encontrado
Cobre,mg,"0,02","0,00",BRC0063B,Nome não encontrado
Selênio,mcg,"0,20","0,02",BRC0063B,Nome não encontrado
Vitamina A (RE),mcg,317,"25,4",BRC0063B,Nome não encontrado
Vitamina A (RAE),mcg,158,"12,7",BRC0063B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0063B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,13","0,01",BRC0063B,Nome não encontrado
Tiamina,mg,"0,02","0,00",BRC0063B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0063B,Nome não encontrado
Niacina,mg,traços,traços,BRC0063B,Nome não encontrado
Vitamina B6,mg,"0,03","0,00",BRC0063B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0063B,Nome não encontrado
Vitamina C,mg,"8,89","0,71",BRC0063B,Nome não encontrado
Equivalente de folato,mcg,"13,3","1,06",BRC0063B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0063B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0063B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0063B,Nome não encontrado
Proteína vegetal,g,"0,41","0,03",BRC0063B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0063B,Nome não encontrado
