componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,137,329,226,BRC0146C,Nome não encontrado
Energia,kcal,32,77,53,BRC0146C,Nome não encontrado
Umidade,g,"91,4",219,150,BRC0146C,Nome não encontrado
Carboidrato total,g,"7,93","19,0","13,1",BRC0146C,Nome não encontrado
Carboidrato disponível,g,"7,30","17,5","12,0",BRC0146C,Nome não encontrado
Proteína,g,"0,33","0,78","0,54",BRC0146C,Nome não encontrado
Lipídios,g,"0,08","0,18","0,13",BRC0146C,Nome não encontrado
Fibra alimentar,g,"0,63","1,52","1,04",BRC0146C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0146C,Nome não encontrado
Cinzas,g,"0,29","0,69","0,47",BRC0146C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0146C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,05","0,03",BRC0146C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0146C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,07","0,05",BRC0146C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0146C,Nome não encontrado
Cálcio,mg,"1,49","3,58","2,46",BRC0146C,Nome não encontrado
Ferro,mg,"0,10","0,24","0,17",BRC0146C,Nome não encontrado
Sódio,mg,"5,27","12,6","8,69",BRC0146C,Nome não encontrado
Magnésio,mg,"2,59","6,21","4,27",BRC0146C,Nome não encontrado
Fósforo,mg,"4,23","10,2","6,98",BRC0146C,Nome não encontrado
Potássio,mg,"90,5",217,149,BRC0146C,Nome não encontrado
Manganês,mg,"0,02","0,05","0,03",BRC0146C,Nome não encontrado
Zinco,mg,"0,04","0,09","0,06",BRC0146C,Nome não encontrado
Cobre,mg,"0,02","0,04","0,03",BRC0146C,Nome não encontrado
Selênio,mcg,"0,13","0,32","0,22",BRC0146C,Nome não encontrado
Vitamina A (RE),mcg,"0,87","2,08","1,43",BRC0146C,Nome não encontrado
Vitamina A (RAE),mcg,"0,43","1,04","0,71",BRC0146C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0146C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,09","0,06",BRC0146C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0146C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0146C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0146C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0146C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0146C,Nome não encontrado
Vitamina C,mg,"3,62","8,70","5,98",BRC0146C,Nome não encontrado
Equivalente de folato,mcg,"3,57","8,58","5,90",BRC0146C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0146C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0146C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0146C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0146C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0146C,Nome não encontrado
