componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,618,308,BRC0059N,Nome não encontrado
Energia,kcal,145,72,BRC0059N,Nome não encontrado
Umidade,g,"63,0","31,5",BRC0059N,Nome não encontrado
Carboidrato total,g,"32,3","16,1",BRC0059N,Nome não encontrado
Carboidrato disponível,g,"32,3","16,1",BRC0059N,Nome não encontrado
Proteína,g,"3,54","1,77",BRC0059N,Nome não encontrado
Lipídios,g,"0,24","0,12",BRC0059N,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0059N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0059N,Nome não encontrado
Cinzas,g,"0,94","0,47",BRC0059N,Nome não encontrado
Colesterol,mg,"16,0","8,00",BRC0059N,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,01",BRC0059N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,05","0,03",BRC0059N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,53","0,26",BRC0059N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0059N,Nome não encontrado
Cálcio,mg,121,"60,5",BRC0059N,Nome não encontrado
Ferro,mg,"0,48","0,24",BRC0059N,Nome não encontrado
Sódio,mg,"75,0","37,5",BRC0059N,Nome não encontrado
Magnésio,mg,"15,0","7,50",BRC0059N,Nome não encontrado
Fósforo,mg,106,"53,0",BRC0059N,Nome não encontrado
Potássio,mg,196,"98,0",BRC0059N,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0059N,Nome não encontrado
Zinco,mg,"0,40","0,20",BRC0059N,Nome não encontrado
Cobre,mg,"0,02","0,01",BRC0059N,Nome não encontrado
Selênio,mcg,"2,90","1,45",BRC0059N,Nome não encontrado
Vitamina A (RE),mcg,"74,0","37,0",BRC0059N,Nome não encontrado
Vitamina A (RAE),mcg,"75,0","37,5",BRC0059N,Nome não encontrado
Vitamina D,mcg,"0,10","0,05",BRC0059N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,30","0,15",BRC0059N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0059N,Nome não encontrado
Riboflavina,mg,"0,18","0,09",BRC0059N,Nome não encontrado
Niacina,mg,"0,11","0,06",BRC0059N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0059N,Nome não encontrado
Vitamina B12,mcg,"0,38","0,19",BRC0059N,Nome não encontrado
Vitamina C,mg,"0,70","0,35",BRC0059N,Nome não encontrado
Equivalente de folato,mcg,"5,00","2,50",BRC0059N,Nome não encontrado
Sal de adição,g,,traços,BRC0059N,Nome não encontrado
Açúcar de adição,g,,traços,BRC0059N,Nome não encontrado
Gordura de adição,g,,traços,BRC0059N,Nome não encontrado
Proteína vegetal,g,,traços,BRC0059N,Nome não encontrado
Proteína animal,g,,traços,BRC0059N,Nome não encontrado
