componente,unidade,Valor por 100g,Colher sopa rasa (30 g),codigo_alimento,nome_alimento
Energia,kJ,326,97,BRC0911B,Nome não encontrado
Energia,kcal,77,23,BRC0911B,Nome não encontrado
Umidade,g,"79,0","23,7",BRC0911B,Nome não encontrado
Carboidrato total,g,"18,9","5,67",BRC0911B,Nome não encontrado
Carboidrato disponível,g,"17,1","5,14",BRC0911B,Nome não encontrado
Proteína,g,"0,85","0,25",BRC0911B,Nome não encontrado
Lipídios,g,"0,17","0,05",BRC0911B,Nome não encontrado
Fibra alimentar,g,"1,75","0,53",BRC0911B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0911B,Nome não encontrado
Cinzas,g,"1,09","0,33",BRC0911B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0911B,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,01",BRC0911B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04","0,01",BRC0911B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01",BRC0911B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0911B,Nome não encontrado
Cálcio,mg,"11,9","3,57",BRC0911B,Nome não encontrado
Ferro,mg,"0,42","0,13",BRC0911B,Nome não encontrado
Sódio,mg,129,"39,0",BRC0911B,Nome não encontrado
Magnésio,mg,"7,56","2,27",BRC0911B,Nome não encontrado
Fósforo,mg,"29,4","8,81",BRC0911B,Nome não encontrado
Potássio,mg,257,"77,3",BRC0911B,Nome não encontrado
Manganês,mg,"0,22","0,07",BRC0911B,Nome não encontrado
Zinco,mg,"0,38","0,11",BRC0911B,Nome não encontrado
Cobre,mg,"0,15","0,04",BRC0911B,Nome não encontrado
Selênio,mcg,"0,32","0,10",BRC0911B,Nome não encontrado
Vitamina A (RE),mcg,"10,7","3,20",BRC0911B,Nome não encontrado
Vitamina A (RAE),mcg,"5,33","1,60",BRC0911B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0911B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,11","0,03",BRC0911B,Nome não encontrado
Tiamina,mg,"0,06","0,02",BRC0911B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0911B,Nome não encontrado
Niacina,mg,"1,97","0,59",BRC0911B,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0911B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0911B,Nome não encontrado
Vitamina C,mg,"17,0","5,11",BRC0911B,Nome não encontrado
Equivalente de folato,mcg,"6,92","2,08",BRC0911B,Nome não encontrado
Sal de adição,g,"0,32","0,10",BRC0911B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0911B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0911B,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0911B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0911B,Nome não encontrado
