componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,1426,1425,BRC0061E,Nome não encontrado
Energia,kcal,343,342,BRC0061E,Nome não encontrado
Umidade,g,"40,7","40,7",BRC0061E,Nome não encontrado
Carboidrato total,g,"0,49","0,49",BRC0061E,Nome não encontrado
Carboidrato disponível,g,"0,49","0,49",BRC0061E,Nome não encontrado
Proteína,g,"30,1","30,1",BRC0061E,Nome não encontrado
Lipídios,g,"24,5","24,5",BRC0061E,Nome não encontrado
Fibra alimentar,g,,,BRC0061E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0061E,Nome não encontrado
Cinzas,g,"4,23","4,23",BRC0061E,Nome não encontrado
Colesterol,mg,270,270,BRC0061E,Nome não encontrado
Ácidos graxos saturados,g,"5,30","5,30",BRC0061E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,00","6,00",BRC0061E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"11,7","11,7",BRC0061E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0061E,Nome não encontrado
Cálcio,mg,575,575,BRC0061E,Nome não encontrado
Ferro,mg,"0,92","0,92",BRC0061E,Nome não encontrado
Sódio,mg,"40,6","40,6",BRC0061E,Nome não encontrado
Magnésio,mg,"31,7","31,7",BRC0061E,Nome não encontrado
Fósforo,mg,735,735,BRC0061E,Nome não encontrado
Potássio,mg,318,318,BRC0061E,Nome não encontrado
Manganês,mg,"0,21","0,21",BRC0061E,Nome não encontrado
Zinco,mg,"3,24","3,24",BRC0061E,Nome não encontrado
Cobre,mg,"0,14","0,14",BRC0061E,Nome não encontrado
Selênio,mcg,,,BRC0061E,Nome não encontrado
Vitamina A (RE),mcg,"12,1","12,1",BRC0061E,Nome não encontrado
Vitamina A (RAE),mcg,"12,1","12,1",BRC0061E,Nome não encontrado
Vitamina D,mcg,,,BRC0061E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0061E,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0061E,Nome não encontrado
Riboflavina,mg,"0,03","0,03",BRC0061E,Nome não encontrado
Niacina,mg,"7,27","7,27",BRC0061E,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0061E,Nome não encontrado
Vitamina B12,mcg,,,BRC0061E,Nome não encontrado
Vitamina C,mg,,,BRC0061E,Nome não encontrado
Equivalente de folato,mcg,,,BRC0061E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0061E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0061E,Nome não encontrado
Gordura de adição,g,,,BRC0061E,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0061E,Nome não encontrado
Proteína animal,g,"30,1","30,1",BRC0061E,Nome não encontrado
