componente,unidade,Valor por 100g,Porção Média (50 g),codigo_alimento,nome_alimento
Energia,kJ,128,64,BRC0273C,Nome não encontrado
Energia,kcal,31,15,BRC0273C,Nome não encontrado
Umidade,g,"88,0","44,0",BRC0273C,Nome não encontrado
Carboidrato total,g,"8,18","4,09",BRC0273C,Nome não encontrado
Carboidrato disponível,g,"1,80","0,90",BRC0273C,Nome não encontrado
Proteína,g,"1,23","0,62",BRC0273C,Nome não encontrado
Lipídios,g,"0,70","0,35",BRC0273C,Nome não encontrado
Fibra alimentar,g,"6,38","3,19",BRC0273C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0273C,Nome não encontrado
Cinzas,g,"1,94","0,97",BRC0273C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0273C,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0273C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0273C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0273C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0273C,Nome não encontrado
Cálcio,mg,255,127,BRC0273C,Nome não encontrado
Ferro,mg,"0,32","0,16",BRC0273C,Nome não encontrado
Sódio,mg,131,"66,0",BRC0273C,Nome não encontrado
Magnésio,mg,"12,1","6,04",BRC0273C,Nome não encontrado
Fósforo,mg,"0,00","0,00",BRC0273C,Nome não encontrado
Potássio,mg,583,291,BRC0273C,Nome não encontrado
Manganês,mg,"0,72","0,36",BRC0273C,Nome não encontrado
Zinco,mg,"0,29","0,15",BRC0273C,Nome não encontrado
Cobre,mg,"1,57","0,79",BRC0273C,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0273C,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0273C,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0273C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0273C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0273C,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0273C,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0273C,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0273C,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0273C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0273C,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0273C,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0273C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0273C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0273C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0273C,Nome não encontrado
Proteína vegetal,g,"1,23","0,62",BRC0273C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0273C,Nome não encontrado
