componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (210 g),codigo_alimento,nome_alimento
Energia,kJ,852,1788,BRC0386A,Nome não encontrado
Energia,kcal,203,425,BRC0386A,Nome não encontrado
Umidade,g,"56,0",117,BRC0386A,Nome não encontrado
Carboidrato total,g,"24,1","50,6",BRC0386A,Nome não encontrado
Carboidrato disponível,g,"22,7","47,8",BRC0386A,Nome não encontrado
Proteína,g,"11,0","23,0",BRC0386A,Nome não encontrado
Lipídios,g,"7,28","15,3",BRC0386A,Nome não encontrado
Fibra alimentar,g,"1,37","2,87",BRC0386A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0386A,Nome não encontrado
Cinzas,g,"1,70","3,56",BRC0386A,Nome não encontrado
Colesterol,mg,"23,0","48,2",BRC0386A,Nome não encontrado
Ácidos graxos saturados,g,"2,83","5,95",BRC0386A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,87","3,93",BRC0386A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,73","3,63",BRC0386A,Nome não encontrado
Ácidos graxos trans,g,"0,23","0,48",BRC0386A,Nome não encontrado
Cálcio,mg,121,254,BRC0386A,Nome não encontrado
Ferro,mg,"1,86","3,90",BRC0386A,Nome não encontrado
Sódio,mg,443,931,BRC0386A,Nome não encontrado
Magnésio,mg,"19,1","40,2",BRC0386A,Nome não encontrado
Fósforo,mg,139,292,BRC0386A,Nome não encontrado
Potássio,mg,160,336,BRC0386A,Nome não encontrado
Manganês,mg,"0,20","0,43",BRC0386A,Nome não encontrado
Zinco,mg,"0,95","1,99",BRC0386A,Nome não encontrado
Cobre,mg,"0,08","0,17",BRC0386A,Nome não encontrado
Selênio,mcg,"5,48","11,5",BRC0386A,Nome não encontrado
Vitamina A (RE),mcg,"60,4",126,BRC0386A,Nome não encontrado
Vitamina A (RAE),mcg,"38,3","80,3",BRC0386A,Nome não encontrado
Vitamina D,mcg,"0,08","0,18",BRC0386A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,34","0,71",BRC0386A,Nome não encontrado
Tiamina,mg,"0,17","0,35",BRC0386A,Nome não encontrado
Riboflavina,mg,"0,30","0,63",BRC0386A,Nome não encontrado
Niacina,mg,"1,41","2,96",BRC0386A,Nome não encontrado
Vitamina B6,mg,"0,23","0,49",BRC0386A,Nome não encontrado
Vitamina B12,mcg,"0,58","1,22",BRC0386A,Nome não encontrado
Vitamina C,mg,"4,06","8,53",BRC0386A,Nome não encontrado
Equivalente de folato,mcg,"60,2",126,BRC0386A,Nome não encontrado
Sal de adição,g,,,BRC0386A,Nome não encontrado
Açúcar de adição,g,,,BRC0386A,Nome não encontrado
Gordura de adição,g,-,-,BRC0386A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0386A,Nome não encontrado
Proteína animal,g,-,-,BRC0386A,Nome não encontrado
