componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,99,14,BRC0099B,Nome não encontrado
Energia,kcal,23,3,BRC0099B,Nome não encontrado
Umidade,g,"92,9","13,9",BRC0099B,Nome não encontrado
Carboidrato total,g,"5,23","0,78",BRC0099B,Nome não encontrado
Carboidrato disponível,g,"4,07","0,61",BRC0099B,Nome não encontrado
Proteína,g,"1,05","0,16",BRC0099B,Nome não encontrado
Lipídios,g,"0,08","0,01",BRC0099B,Nome não encontrado
Fibra alimentar,g,"1,16","0,17",BRC0099B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0099B,Nome não encontrado
Cinzas,g,"0,79","0,12",BRC0099B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0099B,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00",BRC0099B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0099B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,00",BRC0099B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0099B,Nome não encontrado
Cálcio,mg,"13,2","1,99",BRC0099B,Nome não encontrado
Ferro,mg,"1,25","0,19",BRC0099B,Nome não encontrado
Sódio,mg,103,"15,6",BRC0099B,Nome não encontrado
Magnésio,mg,"15,4","2,32",BRC0099B,Nome não encontrado
Fósforo,mg,"30,0","4,50",BRC0099B,Nome não encontrado
Potássio,mg,308,"46,2",BRC0099B,Nome não encontrado
Manganês,mg,"0,10","0,01",BRC0099B,Nome não encontrado
Zinco,mg,"0,33","0,05",BRC0099B,Nome não encontrado
Cobre,mg,"0,09","0,01",BRC0099B,Nome não encontrado
Selênio,mcg,"0,41","0,06",BRC0099B,Nome não encontrado
Vitamina A (RE),mcg,"91,3","13,7",BRC0099B,Nome não encontrado
Vitamina A (RAE),mcg,"45,6","6,85",BRC0099B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0099B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,97","0,30",BRC0099B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0099B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0099B,Nome não encontrado
Niacina,mg,"1,18","0,18",BRC0099B,Nome não encontrado
Vitamina B6,mg,"0,07","0,01",BRC0099B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0099B,Nome não encontrado
Vitamina C,mg,"5,38","0,81",BRC0099B,Nome não encontrado
Equivalente de folato,mcg,"6,48","0,97",BRC0099B,Nome não encontrado
Sal de adição,g,,,BRC0099B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0099B,Nome não encontrado
Gordura de adição,g,,,BRC0099B,Nome não encontrado
Proteína vegetal,g,"1,05","0,16",BRC0099B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0099B,Nome não encontrado
