componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,154,138,BRC0974B,Nome não encontrado
Energia,kcal,37,32,BRC0974B,Nome não encontrado
Umidade,g,"90,1","81,1",BRC0974B,Nome não encontrado
Carboidrato total,g,"6,79","6,11",BRC0974B,Nome não encontrado
Carboidrato disponível,g,"4,86","4,37",BRC0974B,Nome não encontrado
Proteína,g,"1,30","1,17",BRC0974B,Nome não encontrado
Lipídios,g,"0,91","0,82",BRC0974B,Nome não encontrado
Fibra alimentar,g,"1,93","1,74",BRC0974B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0974B,Nome não encontrado
Cinzas,g,"0,91","0,82",BRC0974B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0974B,Nome não encontrado
Ácidos graxos saturados,g,"0,14","0,13",BRC0974B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,63","0,57",BRC0974B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,11","0,10",BRC0974B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0974B,Nome não encontrado
Cálcio,mg,"14,4","13,0",BRC0974B,Nome não encontrado
Ferro,mg,"0,24","0,22",BRC0974B,Nome não encontrado
Sódio,mg,142,127,BRC0974B,Nome não encontrado
Magnésio,mg,"13,3","12,0",BRC0974B,Nome não encontrado
Fósforo,mg,"28,3","25,5",BRC0974B,Nome não encontrado
Potássio,mg,203,183,BRC0974B,Nome não encontrado
Manganês,mg,"0,17","0,15",BRC0974B,Nome não encontrado
Zinco,mg,"0,31","0,27",BRC0974B,Nome não encontrado
Cobre,mg,"0,04","0,03",BRC0974B,Nome não encontrado
Selênio,mcg,"0,15","0,14",BRC0974B,Nome não encontrado
Vitamina A (RE),mcg,"11,1","10,00",BRC0974B,Nome não encontrado
Vitamina A (RAE),mcg,"5,55","5,00",BRC0974B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0974B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,18","0,17",BRC0974B,Nome não encontrado
Tiamina,mg,"0,07","0,06",BRC0974B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0974B,Nome não encontrado
Niacina,mg,traços,traços,BRC0974B,Nome não encontrado
Vitamina B6,mg,"0,04","0,03",BRC0974B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0974B,Nome não encontrado
Vitamina C,mg,"2,65","2,39",BRC0974B,Nome não encontrado
Equivalente de folato,mcg,"41,6","37,4",BRC0974B,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0974B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0974B,Nome não encontrado
Gordura de adição,g,-,-,BRC0974B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0974B,Nome não encontrado
Proteína animal,g,-,-,BRC0974B,Nome não encontrado
