componente,unidade,Valor por 100g,Porção Média (30 g),codigo_alimento,nome_alimento
Energia,kJ,1635,490,BRC0898A,Nome não encontrado
Energia,kcal,389,116,BRC0898A,Nome não encontrado
Umidade,g,"9,84","2,95",BRC0898A,Nome não encontrado
Carboidrato total,g,"66,1","19,8",BRC0898A,Nome não encontrado
Carboidrato disponível,g,"57,4","17,2",BRC0898A,Nome não encontrado
Proteína,g,"10,6","3,19",BRC0898A,Nome não encontrado
Lipídios,g,"11,0","3,31",BRC0898A,Nome não encontrado
Fibra alimentar,g,"8,67","2,60",BRC0898A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0898A,Nome não encontrado
Cinzas,g,"2,39","0,72",BRC0898A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0898A,Nome não encontrado
Ácidos graxos saturados,g,"2,16","0,65",BRC0898A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,97","1,19",BRC0898A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,95","1,49",BRC0898A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0898A,Nome não encontrado
Cálcio,mg,"72,4","21,7",BRC0898A,Nome não encontrado
Ferro,mg,"3,78","1,13",BRC0898A,Nome não encontrado
Sódio,mg,145,"43,6",BRC0898A,Nome não encontrado
Magnésio,mg,"96,3","28,9",BRC0898A,Nome não encontrado
Fósforo,mg,172,"51,9",BRC0898A,Nome não encontrado
Potássio,mg,395,118,BRC0898A,Nome não encontrado
Manganês,mg,"1,03","0,31",BRC0898A,Nome não encontrado
Zinco,mg,"4,51","1,35",BRC0898A,Nome não encontrado
Cobre,mg,"0,43","0,13",BRC0898A,Nome não encontrado
Selênio,mcg,238,"71,6",BRC0898A,Nome não encontrado
Vitamina A (RE),mcg,"8,18","2,45",BRC0898A,Nome não encontrado
Vitamina A (RAE),mcg,"5,07","1,52",BRC0898A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0898A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,07","0,32",BRC0898A,Nome não encontrado
Tiamina,mg,"0,39","0,12",BRC0898A,Nome não encontrado
Riboflavina,mg,"0,37","0,11",BRC0898A,Nome não encontrado
Niacina,mg,"4,85","1,45",BRC0898A,Nome não encontrado
Vitamina B6,mg,"0,31","0,09",BRC0898A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0898A,Nome não encontrado
Vitamina C,mg,"4,92","1,47",BRC0898A,Nome não encontrado
Equivalente de folato,mcg,"22,2","6,66",BRC0898A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0898A,Nome não encontrado
Açúcar de adição,g,,,BRC0898A,Nome não encontrado
Gordura de adição,g,-,-,BRC0898A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0898A,Nome não encontrado
Proteína animal,g,-,-,BRC0898A,Nome não encontrado
