componente,unidade,Valor por 100g,Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1642,229,BRC0038R,Nome não encontrado
Energia,kcal,387,54,BRC0038R,Nome não encontrado
Umidade,g,"3,00","0,42",BRC0038R,Nome não encontrado
Carboidrato total,g,"73,9","10,3",BRC0038R,Nome não encontrado
Carboidrato disponível,g,"72,7","10,2",BRC0038R,Nome não encontrado
Proteína,g,"21,7","3,04",BRC0038R,Nome não encontrado
Lipídios,g,"0,75","0,11",BRC0038R,Nome não encontrado
Fibra alimentar,g,"1,16","0,16",BRC0038R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0038R,Nome não encontrado
Cinzas,g,"0,68","0,09",BRC0038R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0038R,Nome não encontrado
Ácidos graxos saturados,g,"0,75","0,11",BRC0038R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0038R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0038R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0038R,Nome não encontrado
Cálcio,mg,"16,5","2,31",BRC0038R,Nome não encontrado
Ferro,mg,"0,49","0,07",BRC0038R,Nome não encontrado
Sódio,mg,"18,9","2,65",BRC0038R,Nome não encontrado
Magnésio,mg,"8,52","1,19",BRC0038R,Nome não encontrado
Fósforo,mg,"5,38","0,75",BRC0038R,Nome não encontrado
Potássio,mg,"29,1","4,08",BRC0038R,Nome não encontrado
Manganês,mg,"0,07","0,01",BRC0038R,Nome não encontrado
Zinco,mg,"0,11","0,01",BRC0038R,Nome não encontrado
Cobre,mg,"0,24","0,03",BRC0038R,Nome não encontrado
Selênio,mcg,,,BRC0038R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0038R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0038R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0038R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07","0,01",BRC0038R,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC0038R,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0038R,Nome não encontrado
Niacina,mg,traços,traços,BRC0038R,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0038R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0038R,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0038R,Nome não encontrado
Equivalente de folato,mcg,"2,02","0,28",BRC0038R,Nome não encontrado
Sal de adição,g,,,BRC0038R,Nome não encontrado
Açúcar de adição,g,,,BRC0038R,Nome não encontrado
Gordura de adição,g,,,BRC0038R,Nome não encontrado
Proteína vegetal,g,,,BRC0038R,Nome não encontrado
Proteína animal,g,,,BRC0038R,Nome não encontrado
