componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,151,30,BRC0161B,Nome não encontrado
Energia,kcal,36,7,BRC0161B,Nome não encontrado
Umidade,g,"90,6","18,1",BRC0161B,Nome não encontrado
Carboidrato total,g,"5,72","1,14",BRC0161B,Nome não encontrado
Carboidrato disponível,g,"3,42","0,68",BRC0161B,Nome não encontrado
Proteína,g,"1,42","0,28",BRC0161B,Nome não encontrado
Lipídios,g,"1,36","0,27",BRC0161B,Nome não encontrado
Fibra alimentar,g,"2,30","0,46",BRC0161B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0161B,Nome não encontrado
Cinzas,g,"0,90","0,18",BRC0161B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0161B,Nome não encontrado
Ácidos graxos saturados,g,"0,24","0,05",BRC0161B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,31","0,06",BRC0161B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,75","0,15",BRC0161B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0161B,Nome não encontrado
Cálcio,mg,"45,1","9,03",BRC0161B,Nome não encontrado
Ferro,mg,"0,19","0,04",BRC0161B,Nome não encontrado
Sódio,mg,131,"26,3",BRC0161B,Nome não encontrado
Magnésio,mg,"13,5","2,70",BRC0161B,Nome não encontrado
Fósforo,mg,"22,5","4,49",BRC0161B,Nome não encontrado
Potássio,mg,249,"49,9",BRC0161B,Nome não encontrado
Manganês,mg,"0,19","0,04",BRC0161B,Nome não encontrado
Zinco,mg,"0,22","0,04",BRC0161B,Nome não encontrado
Cobre,mg,"0,07","0,01",BRC0161B,Nome não encontrado
Selênio,mcg,"0,03","0,01",BRC0161B,Nome não encontrado
Vitamina A (RE),mcg,"98,9","19,8",BRC0161B,Nome não encontrado
Vitamina A (RAE),mcg,"49,4","9,89",BRC0161B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0161B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,40","0,08",BRC0161B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0161B,Nome não encontrado
Riboflavina,mg,"0,04","0,01",BRC0161B,Nome não encontrado
Niacina,mg,traços,traços,BRC0161B,Nome não encontrado
Vitamina B6,mg,"0,08","0,02",BRC0161B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0161B,Nome não encontrado
Vitamina C,mg,"15,3","3,06",BRC0161B,Nome não encontrado
Equivalente de folato,mcg,"27,6","5,51",BRC0161B,Nome não encontrado
Sal de adição,g,"0,32","0,06",BRC0161B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0161B,Nome não encontrado
Gordura de adição,g,-,-,BRC0161B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0161B,Nome não encontrado
Proteína animal,g,-,-,BRC0161B,Nome não encontrado
