componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,851,468,340,BRC0534A,Nome não encontrado
Energia,kcal,204,112,81,BRC0534A,Nome não encontrado
Umidade,g,"62,4","34,3","25,0",BRC0534A,Nome não encontrado
Carboidrato total,g,"21,9","12,0","8,75",BRC0534A,Nome não encontrado
Carboidrato disponível,g,"18,9","10,4","7,58",BRC0534A,Nome não encontrado
Proteína,g,"4,22","2,32","1,69",BRC0534A,Nome não encontrado
Lipídios,g,"11,7","6,45","4,69",BRC0534A,Nome não encontrado
Fibra alimentar,g,"2,94","1,61","1,17",BRC0534A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0534A,Nome não encontrado
Cinzas,g,"0,64","0,35","0,26",BRC0534A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0534A,Nome não encontrado
Ácidos graxos saturados,g,"1,37","0,75","0,55",BRC0534A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,07","1,14","0,83",BRC0534A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"8,11","4,46","3,24",BRC0534A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0534A,Nome não encontrado
Cálcio,mg,"18,8","10,3","7,53",BRC0534A,Nome não encontrado
Ferro,mg,"0,42","0,23","0,17",BRC0534A,Nome não encontrado
Sódio,mg,"1,22","0,67","0,49",BRC0534A,Nome não encontrado
Magnésio,mg,"41,6","22,9","16,6",BRC0534A,Nome não encontrado
Fósforo,mg,"97,1","53,4","38,8",BRC0534A,Nome não encontrado
Potássio,mg,129,"71,2","51,7",BRC0534A,Nome não encontrado
Manganês,mg,"0,81","0,44","0,32",BRC0534A,Nome não encontrado
Zinco,mg,"0,54","0,30","0,22",BRC0534A,Nome não encontrado
Cobre,mg,"0,13","0,07","0,05",BRC0534A,Nome não encontrado
Selênio,mcg,"1,83","1,01","0,73",BRC0534A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0534A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0534A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0534A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,43","0,24","0,17",BRC0534A,Nome não encontrado
Tiamina,mg,"0,12","0,07","0,05",BRC0534A,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0534A,Nome não encontrado
Niacina,mg,"0,16","0,09","0,06",BRC0534A,Nome não encontrado
Vitamina B6,mg,"0,10","0,05","0,04",BRC0534A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0534A,Nome não encontrado
Vitamina C,mg,"0,81","0,44","0,32",BRC0534A,Nome não encontrado
Equivalente de folato,mcg,"10,1","5,53","4,02",BRC0534A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0534A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0534A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0534A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0534A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0534A,Nome não encontrado
