componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,505,277,201,BRC0525A,Nome não encontrado
Energia,kcal,122,67,48,BRC0525A,Nome não encontrado
Umidade,g,"70,9","39,0","28,4",BRC0525A,Nome não encontrado
Carboidrato total,g,"23,3","12,8","9,30",BRC0525A,Nome não encontrado
Carboidrato disponível,g,"21,0","11,5","8,39",BRC0525A,Nome não encontrado
Proteína,g,"2,72","1,49","1,09",BRC0525A,Nome não encontrado
Lipídios,g,"2,52","1,39","1,01",BRC0525A,Nome não encontrado
Fibra alimentar,g,"2,28","1,26","0,91",BRC0525A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0525A,Nome não encontrado
Cinzas,g,"0,60","0,33","0,24",BRC0525A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0525A,Nome não encontrado
Ácidos graxos saturados,g,"0,47","0,26","0,19",BRC0525A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,57","0,31","0,23",BRC0525A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,34","0,74","0,54",BRC0525A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01","0,01",BRC0525A,Nome não encontrado
Cálcio,mg,"11,6","6,40","4,65",BRC0525A,Nome não encontrado
Ferro,mg,"0,51","0,28","0,20",BRC0525A,Nome não encontrado
Sódio,mg,"70,4","38,7","28,2",BRC0525A,Nome não encontrado
Magnésio,mg,"21,6","11,9","8,66",BRC0525A,Nome não encontrado
Fósforo,mg,"36,3","20,0","14,5",BRC0525A,Nome não encontrado
Potássio,mg,101,"55,9","40,7",BRC0525A,Nome não encontrado
Manganês,mg,"0,66","0,36","0,26",BRC0525A,Nome não encontrado
Zinco,mg,"0,54","0,30","0,22",BRC0525A,Nome não encontrado
Cobre,mg,"0,13","0,07","0,05",BRC0525A,Nome não encontrado
Selênio,mcg,"1,26","0,69","0,50",BRC0525A,Nome não encontrado
Vitamina A (RE),mcg,"70,3","38,7","28,1",BRC0525A,Nome não encontrado
Vitamina A (RAE),mcg,"35,2","19,3","14,1",BRC0525A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0525A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,45","0,25","0,18",BRC0525A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC0525A,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,00",BRC0525A,Nome não encontrado
Niacina,mg,"0,43","0,24","0,17",BRC0525A,Nome não encontrado
Vitamina B6,mg,"0,02","0,01","0,01",BRC0525A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0525A,Nome não encontrado
Vitamina C,mg,"4,30","2,37","1,72",BRC0525A,Nome não encontrado
Equivalente de folato,mcg,"18,5","10,2","7,41",BRC0525A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0525A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0525A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0525A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0525A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0525A,Nome não encontrado
