componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,427,BRC0270T,Nome não encontrado
Energia,kcal,101,BRC0270T,Nome não encontrado
Umidade,g,"73,1",BRC0270T,Nome não encontrado
Carboidrato total,g,"12,8",BRC0270T,Nome não encontrado
Carboidrato disponível,g,"9,83",BRC0270T,Nome não encontrado
Proteína,g,"10,1",BRC0270T,Nome não encontrado
Lipídios,g,"1,73",BRC0270T,Nome não encontrado
Fibra alimentar,g,"2,98",BRC0270T,Nome não encontrado
Álcool,g,"0,00",BRC0270T,Nome não encontrado
Cinzas,g,"2,22",BRC0270T,Nome não encontrado
Colesterol,mg,"0,00",BRC0270T,Nome não encontrado
Ácidos graxos saturados,g,"0,32",BRC0270T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,43",BRC0270T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,13",BRC0270T,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC0270T,Nome não encontrado
Cálcio,mg,"32,2",BRC0270T,Nome não encontrado
Ferro,mg,"2,25",BRC0270T,Nome não encontrado
Sódio,mg,345,BRC0270T,Nome não encontrado
Magnésio,mg,"13,1",BRC0270T,Nome não encontrado
Fósforo,mg,120,BRC0270T,Nome não encontrado
Potássio,mg,152,BRC0270T,Nome não encontrado
Manganês,mg,"0,10",BRC0270T,Nome não encontrado
Zinco,mg,"0,68",BRC0270T,Nome não encontrado
Cobre,mg,"0,06",BRC0270T,Nome não encontrado
Selênio,mcg,"0,17",BRC0270T,Nome não encontrado
Vitamina A (RE),mcg,"49,9",BRC0270T,Nome não encontrado
Vitamina A (RAE),mcg,"28,6",BRC0270T,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0270T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,69",BRC0270T,Nome não encontrado
Tiamina,mg,"0,02",BRC0270T,Nome não encontrado
Riboflavina,mg,"0,03",BRC0270T,Nome não encontrado
Niacina,mg,"0,29",BRC0270T,Nome não encontrado
Vitamina B6,mg,"0,04",BRC0270T,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0270T,Nome não encontrado
Vitamina C,mg,"41,2",BRC0270T,Nome não encontrado
Equivalente de folato,mcg,"32,3",BRC0270T,Nome não encontrado
Sal de adição,g,"0,00",BRC0270T,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0270T,Nome não encontrado
Gordura de adição,g,-,BRC0270T,Nome não encontrado
Proteína vegetal,g,-,BRC0270T,Nome não encontrado
Proteína animal,g,-,BRC0270T,Nome não encontrado
