componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (140 mL),codigo_alimento,nome_alimento
Energia,kJ,163,391,228,BRC0240C,Nome não encontrado
Energia,kcal,39,92,53,BRC0240C,Nome não encontrado
Umidade,g,"89,9",215,125,BRC0240C,Nome não encontrado
Carboidrato total,g,"9,51","22,8","13,3",BRC0240C,Nome não encontrado
Carboidrato disponível,g,"8,70","20,9","12,2",BRC0240C,Nome não encontrado
Proteína,g,"0,37","0,88","0,51",BRC0240C,Nome não encontrado
Lipídios,g,"0,07","0,18","0,10",BRC0240C,Nome não encontrado
Fibra alimentar,g,"0,81","1,95","1,14",BRC0240C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0240C,Nome não encontrado
Cinzas,g,"0,17","0,41","0,24",BRC0240C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0240C,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,01","0,01",BRC0240C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,02","0,01",BRC0240C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,10","0,06",BRC0240C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0240C,Nome não encontrado
Cálcio,mg,"4,21","10,1","5,90",BRC0240C,Nome não encontrado
Ferro,mg,"0,19","0,45","0,26",BRC0240C,Nome não encontrado
Sódio,mg,"2,26","5,42","3,16",BRC0240C,Nome não encontrado
Magnésio,mg,"4,32","10,4","6,05",BRC0240C,Nome não encontrado
Fósforo,mg,"4,94","11,8","6,91",BRC0240C,Nome não encontrado
Potássio,mg,"62,0",148,"86,9",BRC0240C,Nome não encontrado
Manganês,mg,"0,15","0,37","0,21",BRC0240C,Nome não encontrado
Zinco,mg,"0,10","0,25","0,15",BRC0240C,Nome não encontrado
Cobre,mg,"0,04","0,08","0,05",BRC0240C,Nome não encontrado
Selênio,mcg,"0,17","0,40","0,24",BRC0240C,Nome não encontrado
Vitamina A (RE),mcg,"1,32","3,18","1,85",BRC0240C,Nome não encontrado
Vitamina A (RAE),mcg,"0,66","1,58","0,92",BRC0240C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0240C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,08","0,04",BRC0240C,Nome não encontrado
Tiamina,mg,"0,05","0,12","0,07",BRC0240C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0240C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0240C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0240C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0240C,Nome não encontrado
Vitamina C,mg,"24,4","58,5","34,1",BRC0240C,Nome não encontrado
Equivalente de folato,mcg,"3,33","7,99","4,66",BRC0240C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0240C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","7,00",BRC0240C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0240C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0240C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0240C,Nome não encontrado
