componente,unidade,Valor por 100g,Colher sopa cheia (19 g),Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,2590,492,362,BRC0021T,Nome não encontrado
Energia,kcal,626,118,87,BRC0021T,Nome não encontrado
Umidade,g,"1,31","0,25","0,18",BRC0021T,Nome não encontrado
Carboidrato total,g,"16,9","3,20","2,36",BRC0021T,Nome não encontrado
Carboidrato disponível,g,"7,87","1,50","1,10",BRC0021T,Nome não encontrado
Proteína,g,"27,5","5,23","3,85",BRC0021T,Nome não encontrado
Lipídios,g,"51,8","9,84","7,25",BRC0021T,Nome não encontrado
Fibra alimentar,g,"8,99","1,71","1,26",BRC0021T,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0021T,Nome não encontrado
Cinzas,g,"2,50","0,47","0,35",BRC0021T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0021T,Nome não encontrado
Ácidos graxos saturados,g,"9,74","1,85","1,36",BRC0021T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"29,1","5,52","4,07",BRC0021T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"14,2","2,70","1,99",BRC0021T,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0021T,Nome não encontrado
Cálcio,mg,"39,4","7,49","5,52",BRC0021T,Nome não encontrado
Ferro,mg,"1,33","0,25","0,19",BRC0021T,Nome não encontrado
Sódio,mg,375,"71,4","52,6",BRC0021T,Nome não encontrado
Magnésio,mg,159,"30,3","22,3",BRC0021T,Nome não encontrado
Fósforo,mg,260,"49,5","36,5",BRC0021T,Nome não encontrado
Potássio,mg,495,"94,2","69,4",BRC0021T,Nome não encontrado
Manganês,mg,"1,70","0,32","0,24",BRC0021T,Nome não encontrado
Zinco,mg,"2,12","0,40","0,30",BRC0021T,Nome não encontrado
Cobre,mg,"0,68","0,13","0,10",BRC0021T,Nome não encontrado
Selênio,mcg,,,,BRC0021T,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0021T,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0021T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0021T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"5,14","0,98","0,72",BRC0021T,Nome não encontrado
Tiamina,mg,"0,08","0,02","0,01",BRC0021T,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0021T,Nome não encontrado
Niacina,mg,"7,47","1,42","1,05",BRC0021T,Nome não encontrado
Vitamina B6,mg,"0,21","0,04","0,03",BRC0021T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0021T,Nome não encontrado
Vitamina C,mg,traços,traços,traços,BRC0021T,Nome não encontrado
Equivalente de folato,mcg,"97,5","18,5","13,6",BRC0021T,Nome não encontrado
Sal de adição,g,,,,BRC0021T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0021T,Nome não encontrado
Gordura de adição,g,,,,BRC0021T,Nome não encontrado
Proteína vegetal,g,"27,5","5,23","3,85",BRC0021T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0021T,Nome não encontrado
