componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,958,239,BRC0041L,Nome não encontrado
Energia,kcal,234,58,BRC0041L,Nome não encontrado
Umidade,g,"67,9","17,0",BRC0041L,Nome não encontrado
Carboidrato total,g,"6,78","1,69",BRC0041L,Nome não encontrado
Carboidrato disponível,g,"6,03","1,51",BRC0041L,Nome não encontrado
Proteína,g,"1,41","0,35",BRC0041L,Nome não encontrado
Lipídios,g,"21,4","5,36",BRC0041L,Nome não encontrado
Fibra alimentar,g,"0,75","0,19",BRC0041L,Nome não encontrado
Álcool,g,"1,47","0,37",BRC0041L,Nome não encontrado
Cinzas,g,"2,47","0,62",BRC0041L,Nome não encontrado
Colesterol,mg,"39,1","9,76",BRC0041L,Nome não encontrado
Ácidos graxos saturados,g,"5,43","1,36",BRC0041L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,74","1,19",BRC0041L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,20","1,80",BRC0041L,Nome não encontrado
Ácidos graxos trans,g,"0,27","0,07",BRC0041L,Nome não encontrado
Cálcio,mg,"42,0","10,5",BRC0041L,Nome não encontrado
Ferro,mg,"0,67","0,17",BRC0041L,Nome não encontrado
Sódio,mg,774,193,BRC0041L,Nome não encontrado
Magnésio,mg,"11,3","2,82",BRC0041L,Nome não encontrado
Fósforo,mg,"61,8","15,5",BRC0041L,Nome não encontrado
Potássio,mg,103,"25,9",BRC0041L,Nome não encontrado
Manganês,mg,"0,10","0,03",BRC0041L,Nome não encontrado
Zinco,mg,"0,24","0,06",BRC0041L,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0041L,Nome não encontrado
Selênio,mcg,"6,76","1,69",BRC0041L,Nome não encontrado
Vitamina A (RE),mcg,"46,7","11,7",BRC0041L,Nome não encontrado
Vitamina A (RAE),mcg,"51,8","12,9",BRC0041L,Nome não encontrado
Vitamina D,mcg,"0,47","0,12",BRC0041L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,92","0,23",BRC0041L,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0041L,Nome não encontrado
Riboflavina,mg,"0,07","0,02",BRC0041L,Nome não encontrado
Niacina,mg,"0,14","0,04",BRC0041L,Nome não encontrado
Vitamina B6,mg,"0,02","0,00",BRC0041L,Nome não encontrado
Vitamina B12,mcg,"0,09","0,02",BRC0041L,Nome não encontrado
Vitamina C,mg,"0,57","0,14",BRC0041L,Nome não encontrado
Equivalente de folato,mcg,"4,65","1,16",BRC0041L,Nome não encontrado
Sal de adição,g,"0,45","0,11",BRC0041L,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0041L,Nome não encontrado
Gordura de adição,g,-,-,BRC0041L,Nome não encontrado
Proteína vegetal,g,-,-,BRC0041L,Nome não encontrado
Proteína animal,g,-,-,BRC0041L,Nome não encontrado
